Investor,Update,Ticker,Action,Purchased Price,Current Price
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,BRK.A ,Reduce 13.73%,691181.82,688354.00
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,SAFRY , ,235.60,53.47
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,TTE , ,65.29,64.70
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,GOOGL ,Reduce 8.82%,165.85,166.72
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,RHHVF , ,320.78,323.57
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,WFC , ,56.49,65.61
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,NSRGY , ,100.67,104.60
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,FMC , ,65.94,61.54
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,JNJ , ,162.06,161.60
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,TLPFF , ,103.79,108.73
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,HKHHF , ,75.67,74.00
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,UOVEY , ,25.09,48.62
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,FDX , ,273.69,275.45
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,RNMBF , ,542.86,560.50
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,UHAL , ,72.00,72.33
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,DEO , ,140.33,133.38
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,DHLGY , ,44.68,43.33
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,BYNN.F , ,27.37,31.57
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,IONS , ,40.06,40.36
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,NVST , ,19.76,19.23
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,CNH , ,11.10,11.41
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,VRTX , ,465.06,476.37
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,SEE , ,36.30,36.66
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,BAESF , ,16.60,17.13
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,WIPKF , ,35.17,33.79
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,AZO ,Reduce 0.40%,3149.85,3105.93
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,NVS , ,115.17,115.63
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,KEMIRA.HE , ,25.02,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,TFC , ,42.77,43.29
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,FSNUF , ,38.20,37.08
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,CVSGF ,Buy ,15.18,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,SZCRF ,Reduce 24.71%,22.39,21.81
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,000858.SZ , ,23.16,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,KOF , ,88.72,84.40
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,AN3.F ,Add 53.90%,111.72,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,003550.KS , ,60.49,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,TBABF , ,38.50,32.25
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,BNTGY , ,74.75,14.48
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,AALBF , ,40.67,39.01
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,SSNLF , ,47.02,39.24
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,HUSQF ,Reduce 9.60%,7.01,6.30
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,HI6.F , ,3.22,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,BIDU , ,13.60,93.13
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,EPD , ,29.11,29.14
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,GFTU.L , ,13.96,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,KBCSF , ,79.70,72.40
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,BAC , ,39.68,42.62
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,HWDN.L , ,12.17,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,INCH.L , ,10.68,8.62
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,4182.T , ,19.36,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,JSG.L , ,2.09,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,4368.T ,Add 134.31%,27.82,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,SPSAF ,Buy ,210.23,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,ALV , ,93.36,97.08
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,NOEJ.DE , ,16.69,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,CCC.L , ,33.19,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,HIZOF ,Buy ,6.93,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,LSDAF , ,131.20,124.44
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,DNTUY , ,30.81,30.16
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,FUJHF ,Buy ,17.35,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,KOTMY ,Buy ,13.81,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,UNPSF , ,0.94,0.87
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,9715.T , ,24.79,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,SOHVY , ,24.05,5.89
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,ATMU , ,37.54,39.88
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,6250.T , ,17.77,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,TKTT.PA , ,10.51,10.74
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,NHNKF , ,14.87,15.84
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,005830.KS , ,85.85,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,FAGR.BR , ,20.76,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,1979.T ,Add 11.27%,34.22,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,4401.T , ,20.39,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,7718.T ,Buy ,13.45,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,6277.T , ,28.66,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,ALGGF , ,0.17,0.17
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,5122.T , ,36.56,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,STEM.L ,Buy ,5.04,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,9934.T , ,26.78,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,0116.HK , ,0.92,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,UBSFY , ,11.27,3.35
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,145720.KS , ,62.37,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,KVUE ,Reduce 7.58%,23.12,22.88
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,0590.HK , ,2.15,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,383800.KS , ,5.47,
Tweedy Browne Co. - Tweedy Browne Value Fund , 18 Oct 2024 ,900925.SS , ,1.02,
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,BRK.B , ,460.26,458.49
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,DHR , ,278.02,244.12
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,MA , ,493.80,508.21
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,V , ,274.95,284.19
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,TMO , ,618.57,552.54
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,GPN ,Add 19.72%,102.42,101.76
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,META ,Reduce 14.29%,572.44,578.16
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,AON , ,345.99,371.71
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,GOOG , ,167.19,168.34
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,CHTR ,Reduce 6.38%,324.08,329.67
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,EFX , ,293.86,270.02
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,CSGP , ,75.44,74.31
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,ORCL , ,170.40,172.42
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,ACN , ,353.48,361.32
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,AMZN , ,186.33,188.39
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,KMX , ,77.38,74.31
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,ADI , ,230.17,230.14
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,CRM , ,273.71,293.77
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,VMC , ,250.43,258.50
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,CNSWF , ,3253.33,3091.00
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,SPGI ,Reduce 21.67%,516.62,487.24
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,IEX ,Add 12.25%,214.50,204.84
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,FIS , ,83.75,90.87
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,VLTO , ,111.86,104.00
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,ODFL , ,198.64,200.88
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,ADBE , ,517.78,481.04
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,IT , ,506.75,514.67
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,ROP , ,556.43,545.13
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,MCHP , ,80.29,77.20
Wallace Weitz - Weitz Large Cap Equity Fund , 18 Oct 2024 ,LH , ,223.48,227.38
Lindsell Train , 17 Oct 2024 ,MDLZ ,Reduce 11.89%,73.67,69.54
Lindsell Train , 17 Oct 2024 ,FICO ,Reduce 34.34%,1943.52,1996.88
Lindsell Train , 17 Oct 2024 ,INTU ,Reduce 2.30%,621.00,612.09
Lindsell Train , 17 Oct 2024 ,TKO ,Reduce 10.87%,123.71,116.25
Lindsell Train , 17 Oct 2024 ,DIS ,Add 11.47%,96.19,96.20
Lindsell Train , 17 Oct 2024 ,PEP ,Reduce 1.20%,170.05,169.84
Lindsell Train , 17 Oct 2024 ,PYPL ,Reduce 0.48%,78.03,83.59
Lindsell Train , 17 Oct 2024 ,EBAY ,Reduce 6.12%,65.11,62.99
Lindsell Train , 17 Oct 2024 ,BF.A ,Add 1.07%,48.08,47.50
Lindsell Train , 17 Oct 2024 ,MANU ,Reduce 10.66%,16.18,15.90
Lindsell Train , 17 Oct 2024 ,BF.B ,Add 464.92%,49.20,48.35
Lindsell Train , 17 Oct 2024 ,AXP , ,271.21,271.47
Lindsell Train , 17 Oct 2024 ,EFX , ,293.88,270.02
Lindsell Train , 17 Oct 2024 ,GOOG ,Add 5.34%,165.86,168.34
Lindsell Train , 17 Oct 2024 ,ORCL , ,170.42,172.42
Lindsell Train , 17 Oct 2024 ,SPGI , ,516.61,487.24
Lindsell Train , 17 Oct 2024 ,V ,Add 45.45%,274.91,284.19
Lindsell Train , 17 Oct 2024 ,CL , ,103.83,95.74
Lindsell Train , 17 Oct 2024 ,ADBE , ,517.70,481.04
Lindsell Train , 17 Oct 2024 ,CME , ,220.70,228.12
Lindsell Train , 17 Oct 2024 ,NKE ,Add 28.30%,88.38,78.91
Lindsell Train , 17 Oct 2024 ,VRSK , ,267.95,262.86
Lindsell Train , 17 Oct 2024 ,EL ,Add 26.26%,99.69,88.72
Lindsell Train , 17 Oct 2024 ,KO , ,71.85,66.67
Lindsell Train , 17 Oct 2024 ,TROW , ,108.92,112.40
Lindsell Train , 17 Oct 2024 ,HSY , ,191.76,182.85
Lindsell Train , 17 Oct 2024 ,JNJ , ,162.08,161.60
Lindsell Train , 17 Oct 2024 ,MSGS , ,208.18,222.25
Lindsell Train , 17 Oct 2024 ,KVUE , ,23.14,22.88
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,DOW ,Add 3.83%,54.63,50.11
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,C ,Add 0.19%,62.60,64.16
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,BAX ,Reduce 11.68%,37.97,36.01
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,CVS ,Add 4.19%,62.88,57.36
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,WFC ,Add 5.88%,56.49,65.61
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,FMS ,Add 7.89%,21.30,20.86
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,COF ,Reduce 3.37%,149.73,165.37
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,SSNC , ,74.21,70.13
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,MET , ,82.48,83.09
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,CTSH , ,77.18,74.98
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,GPN ,Add 38.20%,102.42,101.76
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,MGA , ,41.04,42.96
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,LEA , ,109.15,100.81
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,HUM ,Add 8.00%,316.74,261.09
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,CHTR ,Reduce 9.83%,324.08,329.67
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,EQH , ,42.03,45.85
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,BAC ,Reduce 7.19%,39.68,42.62
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,SWKS , ,98.77,96.14
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,BMY ,Reduce 13.41%,51.74,52.64
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,MDT , ,90.03,90.60
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,TSN ,Add 5.56%,59.56,59.20
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,DAL ,Buy ,50.79,55.38
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,DOX ,Add 20.95%,87.48,88.29
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,PFE ,Add 4.04%,28.94,28.86
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,SHEL ,Add 2.50%,65.95,66.04
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,VOYA , ,79.22,80.66
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,DIS , ,96.19,96.20
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,DG ,Add 36.02%,84.57,81.10
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,TEL , ,150.99,150.87
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,PVH , ,100.83,95.60
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,NOV , ,15.97,15.39
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,NWL , ,7.68,9.53
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,EIX ,Reduce 54.12%,87.09,84.48
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,UBS , ,30.91,32.39
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,JPM ,Reduce 25.89%,210.85,225.50
Richard Pzena - Hancock Classic Value , 16 Oct 2024 ,GS ,Reduce 28.98%,495.12,523.58
Guy Spier - Aquamarine Capital , 16 Oct 2024 ,BRK.B , ,460.26,458.49
Guy Spier - Aquamarine Capital , 16 Oct 2024 ,AXP , ,271.20,271.47
Guy Spier - Aquamarine Capital , 16 Oct 2024 ,MA , ,493.79,508.21
Guy Spier - Aquamarine Capital , 16 Oct 2024 ,BAC , ,39.68,42.62
Guy Spier - Aquamarine Capital , 16 Oct 2024 ,RACE , ,467.33,490.48
Guy Spier - Aquamarine Capital , 16 Oct 2024 ,BRK.A , ,691166.67,688354.00
Guy Spier - Aquamarine Capital , 16 Oct 2024 ,MU , ,103.71,106.39
Guy Spier - Aquamarine Capital , 16 Oct 2024 ,MCO , ,474.59,462.14
Guy Spier - Aquamarine Capital , 16 Oct 2024 ,DJCO , ,490.09,495.60
Guy Spier - Aquamarine Capital , 16 Oct 2024 ,BABA , ,106.13,99.93
Guy Spier - Aquamarine Capital , 16 Oct 2024 ,GOOGL , ,165.88,166.72
Guy Spier - Aquamarine Capital , 16 Oct 2024 ,SRG , ,4.65,4.35
Guy Spier - Aquamarine Capital , 16 Oct 2024 ,AMR , ,236.13,209.14
Guy Spier - Aquamarine Capital , 16 Oct 2024 ,ARCH , ,138.15,144.59
Mairs & Power Growth Fund , 15 Oct 2024 ,MSFT , ,430.30,426.59
Mairs & Power Growth Fund , 15 Oct 2024 ,NVDA , ,121.44,140.52
Mairs & Power Growth Fund , 15 Oct 2024 ,UNH ,Add 6.97%,584.68,565.24
Mairs & Power Growth Fund , 15 Oct 2024 ,AMZN , ,186.33,188.39
Mairs & Power Growth Fund , 15 Oct 2024 ,JPM , ,210.86,225.50
Mairs & Power Growth Fund , 15 Oct 2024 ,AAPL ,Add 2.85%,233.00,233.40
Mairs & Power Growth Fund , 15 Oct 2024 ,GOOG , ,167.19,168.34
Mairs & Power Growth Fund , 15 Oct 2024 ,GGG ,Add 0.73%,87.51,81.45
Mairs & Power Growth Fund , 15 Oct 2024 ,LNT ,Add 2.82%,60.69,61.14
Mairs & Power Growth Fund , 15 Oct 2024 ,FI , ,179.65,201.42
Mairs & Power Growth Fund , 15 Oct 2024 ,VZ , ,44.91,41.62
Mairs & Power Growth Fund , 15 Oct 2024 ,TTC ,Add 8.74%,86.73,81.69
Mairs & Power Growth Fund , 15 Oct 2024 ,QCOM , ,170.05,172.22
Mairs & Power Growth Fund , 15 Oct 2024 ,MSI , ,449.63,457.39
Mairs & Power Growth Fund , 15 Oct 2024 ,USB ,Reduce 8.92%,45.73,48.59
Mairs & Power Growth Fund , 15 Oct 2024 ,LFUS , ,265.25,254.67
Mairs & Power Growth Fund , 15 Oct 2024 ,SHW ,Add 2.86%,381.67,363.27
Mairs & Power Growth Fund , 15 Oct 2024 ,RHHBY ,Add 7.54%,39.95,40.64
Mairs & Power Growth Fund , 15 Oct 2024 ,V ,Add 19.71%,274.95,284.19
Mairs & Power Growth Fund , 15 Oct 2024 ,TECH , ,79.93,70.38
Mairs & Power Growth Fund , 15 Oct 2024 ,LLY , ,885.94,895.59
Mairs & Power Growth Fund , 15 Oct 2024 ,FAST ,Add 3.25%,71.42,76.67
Mairs & Power Growth Fund , 15 Oct 2024 ,NVT , ,70.26,74.83
Mairs & Power Growth Fund , 15 Oct 2024 ,HRL , ,31.70,30.94
Mairs & Power Growth Fund , 15 Oct 2024 ,MDT ,Reduce 44.26%,90.03,90.60
Mairs & Power Growth Fund , 15 Oct 2024 ,FUL , ,79.38,75.34
Mairs & Power Growth Fund , 15 Oct 2024 ,JNJ ,Reduce 9.21%,162.06,161.60
Mairs & Power Growth Fund , 15 Oct 2024 ,ECL , ,255.33,256.45
Mairs & Power Growth Fund , 15 Oct 2024 ,TNC ,Add 10.71%,96.04,90.57
Mairs & Power Growth Fund , 15 Oct 2024 ,BBY , ,103.30,91.54
Mairs & Power Growth Fund , 15 Oct 2024 ,ROK , ,268.46,271.33
Mairs & Power Growth Fund , 15 Oct 2024 ,WFC ,Reduce 4.20%,56.49,65.61
Mairs & Power Growth Fund , 15 Oct 2024 ,ENTG ,Add 8.75%,112.53,105.95
Mairs & Power Growth Fund , 15 Oct 2024 ,CHRW ,Add 45.83%,110.37,108.94
Mairs & Power Growth Fund , 15 Oct 2024 ,PIPR , ,283.81,289.32
Mairs & Power Growth Fund , 15 Oct 2024 ,SCHW ,Reduce 18.29%,64.81,72.04
Mairs & Power Growth Fund , 15 Oct 2024 ,DCI ,Reduce 15.29%,73.70,74.86
Mairs & Power Growth Fund , 15 Oct 2024 ,WK ,Add 3.90%,79.12,78.53
Mairs & Power Growth Fund , 15 Oct 2024 ,PFG ,Reduce 41.22%,85.90,84.49
Mairs & Power Growth Fund , 15 Oct 2024 ,CRM , ,273.71,293.77
Mairs & Power Growth Fund , 15 Oct 2024 ,ABT , ,114.01,114.07
Mairs & Power Growth Fund , 15 Oct 2024 ,KHC ,Buy ,35.11,35.13
Mairs & Power Growth Fund , 15 Oct 2024 ,ULTA , ,389.12,380.08
Mairs & Power Growth Fund , 15 Oct 2024 ,CASY , ,375.71,400.61
Mairs & Power Growth Fund , 15 Oct 2024 ,SYY ,Reduce 67.57%,78.06,75.10
Mairs & Power Growth Fund , 15 Oct 2024 ,TGT , ,155.86,149.30
Mairs & Power Growth Fund , 15 Oct 2024 ,HON ,Reduce 81.41%,206.71,206.10
Dodge & Cox , 14 Oct 2024 ,FI ,Reduce 5.60%,179.65,201.42
Dodge & Cox , 14 Oct 2024 ,SCHW ,Add 4.19%,64.81,72.04
Dodge & Cox , 14 Oct 2024 ,RTX , ,121.16,125.43
Dodge & Cox , 14 Oct 2024 ,WFC ,Reduce 4.10%,56.49,65.61
Dodge & Cox , 14 Oct 2024 ,SNY , ,57.63,54.36
Dodge & Cox , 14 Oct 2024 ,MET ,Reduce 2.23%,82.48,83.09
Dodge & Cox , 14 Oct 2024 ,JCI , ,77.61,77.73
Dodge & Cox , 14 Oct 2024 ,OXY , ,51.54,50.63
Dodge & Cox , 14 Oct 2024 ,CVS ,Add 2.29%,62.88,57.36
Dodge & Cox , 14 Oct 2024 ,MSFT ,Reduce 3.31%,430.30,426.59
Dodge & Cox , 14 Oct 2024 ,CHTR , ,324.08,329.67
Dodge & Cox , 14 Oct 2024 ,BK ,Reduce 8.30%,71.86,76.51
Dodge & Cox , 14 Oct 2024 ,GOOG ,Reduce 18.34%,167.19,168.34
Dodge & Cox , 14 Oct 2024 ,FDX ,Reduce 2.14%,273.68,275.45
Dodge & Cox , 14 Oct 2024 ,FIS , ,83.75,90.87
Dodge & Cox , 14 Oct 2024 ,AMZN , ,186.33,188.39
Dodge & Cox , 14 Oct 2024 ,CI , ,346.44,314.92
Dodge & Cox , 14 Oct 2024 ,GILD , ,83.84,88.76
Dodge & Cox , 14 Oct 2024 ,GSK , ,40.88,37.88
Dodge & Cox , 14 Oct 2024 ,GE , ,188.58,175.36
Dodge & Cox , 14 Oct 2024 ,COF ,Reduce 2.78%,149.73,165.37
Dodge & Cox , 14 Oct 2024 ,GS , ,495.11,523.58
Dodge & Cox , 14 Oct 2024 ,CMCSA ,Add 2.89%,41.77,41.84
Dodge & Cox , 14 Oct 2024 ,NSC , ,248.50,253.59
Dodge & Cox , 14 Oct 2024 ,BKNG , ,4212.12,4347.59
Dodge & Cox , 14 Oct 2024 ,REGN , ,1051.24,928.61
Dodge & Cox , 14 Oct 2024 ,GOOGL ,Reduce 0.43%,165.85,166.72
Dodge & Cox , 14 Oct 2024 ,BAC ,Reduce 12.17%,39.68,42.62
Dodge & Cox , 14 Oct 2024 ,BUD , ,66.29,64.39
Dodge & Cox , 14 Oct 2024 ,UNH ,Reduce 0.56%,584.68,565.24
Dodge & Cox , 14 Oct 2024 ,META , ,572.44,578.16
Dodge & Cox , 14 Oct 2024 ,TMUS ,Reduce 0.74%,206.36,227.81
Dodge & Cox , 14 Oct 2024 ,IFF , ,104.93,102.20
Dodge & Cox , 14 Oct 2024 ,HLNCF , ,10.58,5.00
Dodge & Cox , 14 Oct 2024 ,APD ,Buy ,297.74,318.26
Dodge & Cox , 14 Oct 2024 ,TEL ,Reduce 0.60%,150.99,150.87
Dodge & Cox , 14 Oct 2024 ,WMB , ,45.65,52.29
Dodge & Cox , 14 Oct 2024 ,BKR , ,36.15,37.40
Dodge & Cox , 14 Oct 2024 ,AVTR ,Add 6.89%,25.87,22.64
Dodge & Cox , 14 Oct 2024 ,ZBH , ,107.95,103.60
Dodge & Cox , 14 Oct 2024 ,BAX ,Add 66.06%,37.97,36.01
Dodge & Cox , 14 Oct 2024 ,CTSH , ,77.18,74.98
Dodge & Cox , 14 Oct 2024 ,ASHTF ,Add 19.44%,77.36,70.86
Dodge & Cox , 14 Oct 2024 ,NVS , ,115.02,115.63
Dodge & Cox , 14 Oct 2024 ,HUM ,Add 14.78%,316.74,261.09
Dodge & Cox , 14 Oct 2024 ,LYB , ,95.90,87.72
Dodge & Cox , 14 Oct 2024 ,GEHC , ,93.85,85.93
Dodge & Cox , 14 Oct 2024 ,CSCO , ,53.22,55.28
Dodge & Cox , 14 Oct 2024 ,FOXA , ,42.33,42.01
Dodge & Cox , 14 Oct 2024 ,D , ,57.79,60.12
Dodge & Cox , 14 Oct 2024 ,HPQ ,Reduce 3.75%,35.87,37.42
Dodge & Cox , 14 Oct 2024 ,COP , ,105.28,103.26
Dodge & Cox , 14 Oct 2024 ,RHHBY , ,39.95,40.64
Dodge & Cox , 14 Oct 2024 ,CARR , ,80.49,75.66
Dodge & Cox , 14 Oct 2024 ,ELAN , ,14.69,12.51
Dodge & Cox , 14 Oct 2024 ,AEP , ,102.60,99.11
Dodge & Cox , 14 Oct 2024 ,TFC ,Reduce 48.33%,42.77,43.29
Dodge & Cox , 14 Oct 2024 ,STT ,Reduce 23.76%,88.47,92.98
Dodge & Cox , 14 Oct 2024 ,ALNY ,Reduce 1.24%,275.03,286.91
