Investor,Update,Ticker,Action,Purchased Price,Current Price
David Abrams - Abrams Capital Management , 09 Aug 2024 ,GOOGL , ,182.15,166.72
David Abrams - Abrams Capital Management , 09 Aug 2024 ,META , ,504.22,578.16
David Abrams - Abrams Capital Management , 09 Aug 2024 ,ET , ,16.22,16.40
David Abrams - Abrams Capital Management , 09 Aug 2024 ,CPNG , ,20.95,25.95
David Abrams - Abrams Capital Management , 09 Aug 2024 ,UHAL.B , ,60.02,66.87
David Abrams - Abrams Capital Management , 09 Aug 2024 ,WTW , ,262.14,292.12
David Abrams - Abrams Capital Management , 09 Aug 2024 ,TPX , ,47.34,49.43
David Abrams - Abrams Capital Management , 09 Aug 2024 ,CWH , ,17.86,21.41
David Abrams - Abrams Capital Management , 09 Aug 2024 ,CTLP , ,6.60,8.90
David Abrams - Abrams Capital Management , 09 Aug 2024 ,NUVB , ,2.92,2.35
David Abrams - Abrams Capital Management , 09 Aug 2024 ,UHAL ,Reduce 72.92%,61.73,72.33
Robert Vinall - RV Capital GmbH , 07 Aug 2024 ,CVNA ,Reduce 3.29%,128.72,205.02
Robert Vinall - RV Capital GmbH , 07 Aug 2024 ,META ,Reduce 7.71%,504.22,578.16
Robert Vinall - RV Capital GmbH , 07 Aug 2024 ,CACC , ,514.68,465.59
Robert Vinall - RV Capital GmbH , 07 Aug 2024 ,WIX ,Reduce 8.12%,159.07,164.50
Robert Vinall - RV Capital GmbH , 07 Aug 2024 ,PDD ,Add 9.40%,132.95,125.79
Robert Vinall - RV Capital GmbH , 07 Aug 2024 ,IBKR , ,122.60,150.99
Robert Vinall - RV Capital GmbH , 07 Aug 2024 ,DE ,Buy ,373.73,412.35
Robert Vinall - RV Capital GmbH , 07 Aug 2024 ,CRM ,Buy ,257.14,293.77
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,GS ,Reduce 15.56%,452.34,523.58
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,ORCL ,Reduce 3.52%,141.19,172.42
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,SNA ,Reduce 5.60%,261.38,332.59
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,BOKF ,Reduce 5.55%,91.63,108.34
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,BAC ,Reduce 5.60%,39.77,42.62
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,MHK ,Reduce 5.60%,113.60,131.71
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,LMT ,Reduce 5.54%,467.12,555.17
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,APA ,Add 6.11%,29.44,23.70
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,REZI ,Reduce 1.02%,19.56,20.28
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,PHIN ,Reduce 5.46%,39.37,45.89
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,CVX ,Reduce 5.57%,156.43,150.54
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,CLB , ,20.29,19.18
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,WU ,Reduce 10.76%,12.22,11.22
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,GOLD ,Reduce 5.48%,16.68,19.98
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,BYD ,Add 7.68%,55.10,71.65
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,MSGS ,Reduce 5.39%,188.17,222.25
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,LH ,Reduce 5.69%,203.54,227.38
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,MOS ,Reduce 5.51%,28.90,27.25
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,NTRS ,Reduce 19.95%,83.99,101.88
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,BWA ,Reduce 5.40%,32.23,34.41
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,JNJ ,Reduce 5.51%,146.20,161.60
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,SJM ,Add 51.26%,109.05,115.46
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,MSGE ,Reduce 5.56%,34.24,42.45
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,FAF ,Reduce 5.66%,53.93,64.01
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,GNRC ,Reduce 21.01%,132.23,165.65
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,ZIMV ,Reduce 27.35%,18.26,13.98
Charles Bobrinskoy - Ariel Focus Fund , 07 Aug 2024 ,AMG ,Buy ,156.33,194.81
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,NTRS ,Add 7.33%,83.98,101.88
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,GS ,Reduce 10.05%,452.32,523.58
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,CLB , ,20.29,19.18
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,MAT , ,16.26,19.72
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,LH ,Reduce 3.26%,203.51,227.38
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,GNRC ,Reduce 8.28%,132.22,165.65
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,CRL , ,206.58,186.52
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,IPG ,Add 2.30%,29.09,30.24
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,KMX ,Add 6.92%,73.34,74.31
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,MSGS ,Add 10.94%,188.13,222.25
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,AFL ,Reduce 8.44%,89.31,109.79
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,KN , ,17.26,18.09
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,LAZ ,Add 5.35%,38.18,51.67
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,KMT ,Reduce 6.74%,23.54,25.59
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,CG , ,40.15,50.92
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,SWK ,Reduce 6.69%,79.89,102.92
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,AXTA ,Reduce 10.00%,34.17,35.59
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,SCHW ,Reduce 31.64%,73.69,72.04
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,NOV , ,19.01,15.39
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,JLL ,Reduce 8.49%,205.28,273.07
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,FAF ,Add 4.40%,53.95,64.01
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,CBRE ,Reduce 8.31%,89.11,131.59
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,BOKF ,Reduce 9.17%,91.64,108.34
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,ADT , ,7.60,7.37
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,GNTX ,Reduce 4.30%,33.71,31.30
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,KEYS , ,136.75,155.73
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,MSGE , ,34.23,42.45
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,KKR ,Reduce 26.18%,105.24,140.75
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,LFUS ,Reduce 13.98%,255.60,254.67
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,ZBH , ,108.53,103.60
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,SJM ,Add 18.86%,109.04,115.46
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,NVST , ,16.63,19.23
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,MANU ,Add 16.80%,16.14,15.90
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,NVT ,Reduce 32.63%,76.61,74.83
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,REZI ,Reduce 21.05%,19.56,20.28
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,BWA ,Reduce 13.73%,32.24,34.41
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,MTN ,Add 7.19%,180.13,170.62
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,BIO ,Add 51.36%,273.10,328.59
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,WBA ,Add 11.04%,12.10,9.44
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,TAP ,Add 13.35%,50.83,56.01
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,SPHR ,Add 88.85%,35.06,44.77
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,SRCL ,Reduce 56.67%,58.13,60.88
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,MIDD ,Buy ,122.62,140.27
John Rogers - Ariel Appreciation Fund , 07 Aug 2024 ,PARA ,Reduce 19.06%,10.39,10.43
Torray Funds , 06 Aug 2024 ,GOOGL ,Reduce 0.12%,182.15,166.72
Torray Funds , 06 Aug 2024 ,BRK.B ,Add 0.44%,406.80,458.49
Torray Funds , 06 Aug 2024 ,FI ,Reduce 0.07%,149.04,201.42
Torray Funds , 06 Aug 2024 ,EOG ,Reduce 0.39%,125.87,122.07
Torray Funds , 06 Aug 2024 ,RPRX ,Add 3.51%,26.37,27.26
Torray Funds , 06 Aug 2024 ,JPM ,Reduce 8.61%,202.26,225.50
Torray Funds , 06 Aug 2024 ,MSFT ,Reduce 6.60%,446.95,426.59
Torray Funds , 06 Aug 2024 ,HD ,Add 2.39%,344.25,402.89
Torray Funds , 06 Aug 2024 ,PSX ,Add 2.38%,141.17,128.89
Torray Funds , 06 Aug 2024 ,MMC ,Reduce 10.51%,210.72,221.84
Torray Funds , 06 Aug 2024 ,GD , ,290.14,303.92
Torray Funds , 06 Aug 2024 ,AMZN ,Add 0.34%,193.26,188.39
Torray Funds , 06 Aug 2024 ,AXP , ,231.56,271.47
Torray Funds , 06 Aug 2024 ,QCOM ,Reduce 33.09%,199.18,172.22
Torray Funds , 06 Aug 2024 ,UNH ,Add 0.15%,509.26,565.24
Torray Funds , 06 Aug 2024 ,CB ,Add 0.36%,255.08,290.02
Torray Funds , 06 Aug 2024 ,LEN.B ,Reduce 11.65%,139.43,163.77
Torray Funds , 06 Aug 2024 ,AAPL ,Reduce 0.26%,210.62,233.40
Torray Funds , 06 Aug 2024 ,TXN ,Add 0.16%,194.54,205.83
Torray Funds , 06 Aug 2024 ,ETN ,Reduce 11.64%,313.54,345.51
Torray Funds , 06 Aug 2024 ,JNJ , ,146.16,161.60
Torray Funds , 06 Aug 2024 ,WRB ,Add 0.14%,52.39,58.41
Torray Funds , 06 Aug 2024 ,HON ,Add 0.02%,213.53,206.10
Torray Funds , 06 Aug 2024 ,AVGO ,Reduce 0.22%,160.55,172.02
Torray Funds , 06 Aug 2024 ,AMAT ,Reduce 13.60%,235.98,185.34
Torray Funds , 06 Aug 2024 ,SLB , ,47.18,41.39
Torray Funds , 06 Aug 2024 ,TROW , ,115.31,112.40
Torray Funds , 06 Aug 2024 ,KEYS ,Add 20.00%,136.75,155.73
Torray Funds , 06 Aug 2024 ,AMT ,Add 0.82%,194.37,222.22
Torray Funds , 06 Aug 2024 ,NOW ,Reduce 0.37%,786.66,945.00
Torray Funds , 06 Aug 2024 ,ULTA ,Buy ,385.86,380.08
Torray Funds , 06 Aug 2024 ,ANSS ,Add 21.75%,321.51,321.17
Torray Funds , 06 Aug 2024 ,CPRT ,Add 1.64%,54.16,51.85
Torray Funds , 06 Aug 2024 ,CNSWF ,Reduce 0.45%,2882.35,3091.00
Torray Funds , 06 Aug 2024 ,ADBE ,Add 0.46%,555.53,481.04
Torray Funds , 06 Aug 2024 ,ORLY ,Add 0.12%,1056.10,1197.11
Torray Funds , 06 Aug 2024 ,APH ,Reduce 13.67%,67.37,68.68
Torray Funds , 06 Aug 2024 ,VRTX ,Add 0.28%,468.72,476.37
Torray Funds , 06 Aug 2024 ,KLAC ,Reduce 21.94%,824.47,674.35
Torray Funds , 06 Aug 2024 ,VRSK ,Add 0.44%,269.57,262.86
Torray Funds , 06 Aug 2024 ,LZAGY ,Reduce 0.20%,54.50,63.01
Torray Funds , 06 Aug 2024 ,VEEV ,Add 44.55%,183.01,212.13
Torray Funds , 06 Aug 2024 ,V ,Reduce 13.50%,262.47,284.19
Torray Funds , 06 Aug 2024 ,TYL ,Add 0.30%,502.82,605.39
Torray Funds , 06 Aug 2024 ,AJG ,Add 0.43%,259.32,285.99
Torray Funds , 06 Aug 2024 ,DHR ,Add 0.19%,249.83,244.12
Torray Funds , 06 Aug 2024 ,SHW ,Add 0.90%,298.42,363.27
Torray Funds , 06 Aug 2024 ,AMGN ,Add 0.69%,312.45,317.17
Torray Funds , 06 Aug 2024 ,BX ,Add 0.61%,123.79,169.97
Torray Funds , 06 Aug 2024 ,MS ,Add 0.48%,97.20,119.13
Torray Funds , 06 Aug 2024 ,POOL ,Add 16.82%,307.33,369.89
Torray Funds , 06 Aug 2024 ,UPS ,Add 10.69%,136.84,135.34
Torray Funds , 06 Aug 2024 ,CASY ,Buy ,381.51,400.61
Torray Funds , 06 Aug 2024 ,ENB ,Add 1.71%,35.59,40.87
Torray Funds , 06 Aug 2024 ,DLR ,Add 0.64%,152.05,183.31
Torray Funds , 06 Aug 2024 ,ABBV ,Add 1.38%,171.51,189.68
Torray Funds , 06 Aug 2024 ,MTN ,Add 15.17%,180.12,170.62
Torray Funds , 06 Aug 2024 ,CSCO ,Add 2.50%,47.51,55.28
Torray Funds , 06 Aug 2024 ,UNP ,Add 9.05%,226.27,231.98
Torray Funds , 06 Aug 2024 ,LMT ,Add 1.26%,467.16,555.17
Torray Funds , 06 Aug 2024 ,MO ,Add 0.96%,45.56,50.25
Torray Funds , 06 Aug 2024 ,MPWR ,Reduce 2.17%,821.73,890.46
Torray Funds , 06 Aug 2024 ,HALO ,Add 6.67%,52.36,50.46
Torray Funds , 06 Aug 2024 ,RBC ,Add 10.89%,269.75,288.57
Torray Funds , 06 Aug 2024 ,RYAN ,Add 9.31%,57.91,69.74
Torray Funds , 06 Aug 2024 ,ICFI ,Add 8.72%,148.48,172.94
Torray Funds , 06 Aug 2024 ,LNTH ,Add 6.36%,80.30,110.10
Torray Funds , 06 Aug 2024 ,ENTG ,Add 6.81%,135.38,105.95
Torray Funds , 06 Aug 2024 ,TW ,Add 8.20%,105.99,131.26
Torray Funds , 06 Aug 2024 ,MTD ,Add 8.51%,1397.48,1294.92
Torray Funds , 06 Aug 2024 ,DT ,Add 14.07%,44.74,54.19
Torray Funds , 06 Aug 2024 ,BPMC ,Reduce 16.36%,107.81,82.77
Torray Funds , 06 Aug 2024 ,JKHY ,Add 9.76%,165.99,183.57
Torray Funds , 06 Aug 2024 ,NTRA ,Reduce 7.79%,108.29,120.71
Torray Funds , 06 Aug 2024 ,AZPN ,Add 10.45%,198.62,239.92
Torray Funds , 06 Aug 2024 ,SBAC ,Add 8.62%,196.26,239.94
Torray Funds , 06 Aug 2024 ,SPNS ,Add 8.28%,33.94,37.45
Torray Funds , 06 Aug 2024 ,BWXT ,Add 27.77%,95.02,123.76
Torray Funds , 06 Aug 2024 ,QLYS ,Add 27.80%,142.64,121.91
Torray Funds , 06 Aug 2024 ,CHD ,Add 9.76%,103.71,101.05
Torray Funds , 06 Aug 2024 ,RCKT ,Add 10.31%,21.53,17.49
Torray Funds , 06 Aug 2024 ,BMRN ,Add 13.61%,82.35,70.13
Torray Funds , 06 Aug 2024 ,COO ,Add 12.51%,87.30,105.51
Torray Funds , 06 Aug 2024 ,GOOG , ,183.40,168.34
Torray Funds , 06 Aug 2024 ,BND , ,72.04,73.07
Torray Funds , 06 Aug 2024 ,CCCS ,Buy ,11.11,10.95
Torray Funds , 06 Aug 2024 ,AXSM ,Add 11.47%,80.53,90.11
Torray Funds , 06 Aug 2024 ,COST ,Reduce 0.60%,849.54,890.96
Torray Funds , 06 Aug 2024 ,IWF , ,364.41,383.65
Torray Funds , 06 Aug 2024 ,NVDA ,Buy ,123.67,140.52
Torray Funds , 06 Aug 2024 ,URI , ,646.97,824.65
Torray Funds , 06 Aug 2024 ,RYCEY ,Buy ,5.72,6.25
Torray Funds , 06 Aug 2024 ,MRK , ,123.75,104.23
Jensen Investment Management , 05 Aug 2024 ,MSFT ,Reduce 5.71%,446.95,426.59
Jensen Investment Management , 05 Aug 2024 ,GOOGL ,Reduce 18.72%,182.15,166.72
Jensen Investment Management , 05 Aug 2024 ,AAPL ,Reduce 0.40%,210.62,233.40
Jensen Investment Management , 05 Aug 2024 ,ACN ,Add 1.10%,303.41,361.32
Jensen Investment Management , 05 Aug 2024 ,INTU ,Reduce 4.97%,657.21,612.09
Jensen Investment Management , 05 Aug 2024 ,MMC ,Add 1.26%,210.72,221.84
Jensen Investment Management , 05 Aug 2024 ,SYK ,Reduce 7.59%,340.25,356.01
Jensen Investment Management , 05 Aug 2024 ,UNH ,Reduce 28.98%,509.26,565.24
Jensen Investment Management , 05 Aug 2024 ,KLAC ,Add 4.02%,824.51,674.35
Jensen Investment Management , 05 Aug 2024 ,PEP ,Reduce 11.87%,164.93,169.84
Jensen Investment Management , 05 Aug 2024 ,MA ,Reduce 3.73%,441.16,508.21
Jensen Investment Management , 05 Aug 2024 ,ADP ,Reduce 5.95%,238.69,286.44
Jensen Investment Management , 05 Aug 2024 ,TXN ,Reduce 2.53%,194.53,205.83
Jensen Investment Management , 05 Aug 2024 ,EFX ,Reduce 2.04%,242.46,270.02
Jensen Investment Management , 05 Aug 2024 ,BR ,Reduce 2.17%,197.00,213.70
Jensen Investment Management , 05 Aug 2024 ,ZTS ,Add 25.17%,173.36,182.76
Jensen Investment Management , 05 Aug 2024 ,WM ,Reduce 7.75%,213.34,208.26
Jensen Investment Management , 05 Aug 2024 ,PG ,Reduce 15.05%,164.92,169.30
Jensen Investment Management , 05 Aug 2024 ,SBUX ,Reduce 24.35%,77.85,98.02
Jensen Investment Management , 05 Aug 2024 ,JNJ ,Reduce 5.91%,146.16,161.60
Jensen Investment Management , 05 Aug 2024 ,NKE ,Reduce 19.48%,75.37,78.91
Jensen Investment Management , 05 Aug 2024 ,APH ,Reduce 33.35%,67.37,68.68
Jensen Investment Management , 05 Aug 2024 ,VRSK ,Reduce 5.80%,269.55,262.86
Jensen Investment Management , 05 Aug 2024 ,HD ,Reduce 39.06%,344.24,402.89
Jensen Investment Management , 05 Aug 2024 ,SHW ,Buy ,298.43,363.27
Jensen Investment Management , 05 Aug 2024 ,MCD ,Add 51.83%,254.84,296.79
Jensen Investment Management , 05 Aug 2024 ,BALL ,Reduce 17.26%,60.02,64.59
Jensen Investment Management , 05 Aug 2024 ,ADBE , ,555.55,481.04
Jensen Investment Management , 05 Aug 2024 ,ORCL ,Reduce 1.96%,141.20,172.42
Jensen Investment Management , 05 Aug 2024 ,ECL , ,237.99,256.45
Jensen Investment Management , 05 Aug 2024 ,WAT ,Reduce 9.20%,290.12,325.51
Jensen Investment Management , 05 Aug 2024 ,ABT , ,103.91,114.07
Jensen Investment Management , 05 Aug 2024 ,BDX ,Reduce 8.09%,233.70,238.91
Jensen Investment Management , 05 Aug 2024 ,CL , ,97.04,95.74
Jensen Investment Management , 05 Aug 2024 ,EMR , ,110.16,108.66
Jensen Investment Management , 05 Aug 2024 ,CTSH ,Reduce 3.53%,68.00,74.98
Jensen Investment Management , 05 Aug 2024 ,EHC ,Reduce 6.10%,85.79,93.09
Jensen Investment Management , 05 Aug 2024 ,KO , ,63.65,66.67
Jensen Investment Management , 05 Aug 2024 ,CCK ,Add 2.64%,74.39,95.08
Jensen Investment Management , 05 Aug 2024 ,CPRT , ,54.16,51.85
Jensen Investment Management , 05 Aug 2024 ,GIS , ,63.26,68.27
Jensen Investment Management , 05 Aug 2024 ,LH ,Add 10.50%,203.50,227.38
Jensen Investment Management , 05 Aug 2024 ,OMC ,Reduce 3.87%,89.70,102.50
Jensen Investment Management , 05 Aug 2024 ,CHD , ,103.68,101.05
Jensen Investment Management , 05 Aug 2024 ,G , ,32.19,38.30
Jensen Investment Management , 05 Aug 2024 ,GPC ,Reduce 4.01%,138.32,118.35
Jensen Investment Management , 05 Aug 2024 ,K , ,57.68,80.60
Jensen Investment Management , 05 Aug 2024 ,KR ,Add 0.37%,49.93,57.11
Jensen Investment Management , 05 Aug 2024 ,LII ,Reduce 16.41%,535.00,612.64
Jensen Investment Management , 05 Aug 2024 ,TSCO ,Reduce 6.64%,269.99,269.99
Jensen Investment Management , 05 Aug 2024 ,BAH ,Add 8.88%,153.92,186.00
Jensen Investment Management , 05 Aug 2024 ,BBY ,Reduce 15.04%,84.29,91.54
Jensen Investment Management , 05 Aug 2024 ,CPB , ,45.19,47.63
Jensen Investment Management , 05 Aug 2024 ,FDS , ,408.28,459.29
Jensen Investment Management , 05 Aug 2024 ,FFIV ,Add 18.07%,172.23,218.36
Jensen Investment Management , 05 Aug 2024 ,GNTX , ,33.71,31.30
Jensen Investment Management , 05 Aug 2024 ,KEYS ,Add 8.79%,136.74,155.73
Jensen Investment Management , 05 Aug 2024 ,MANH , ,246.70,275.39
Jensen Investment Management , 05 Aug 2024 ,MCHP ,Reduce 10.26%,91.50,77.20
Jensen Investment Management , 05 Aug 2024 ,MSCI ,Add 51.22%,481.77,595.27
Jensen Investment Management , 05 Aug 2024 ,ABBV , ,171.50,189.68
Jensen Investment Management , 05 Aug 2024 ,CLX , ,136.49,157.72
Jensen Investment Management , 05 Aug 2024 ,CRL ,Reduce 32.81%,206.60,186.52
Jensen Investment Management , 05 Aug 2024 ,DCI , ,71.56,74.86
Jensen Investment Management , 05 Aug 2024 ,MMS , ,85.71,86.76
Jensen Investment Management , 05 Aug 2024 ,TECH , ,71.65,70.38
Jensen Investment Management , 05 Aug 2024 ,TJX , ,110.10,114.17
Jensen Investment Management , 05 Aug 2024 ,TROW ,Reduce 0.73%,115.31,112.40
Jensen Investment Management , 05 Aug 2024 ,TSM ,Add 1.64%,173.80,194.68
Jensen Investment Management , 05 Aug 2024 ,TTC , ,93.52,81.69
Jensen Investment Management , 05 Aug 2024 ,ULTA ,Add 16.20%,385.85,380.08
Jensen Investment Management , 05 Aug 2024 ,UPS ,Reduce 0.42%,136.85,135.34
Jensen Investment Management , 05 Aug 2024 ,VEEV ,Buy ,183.00,212.13
Jensen Investment Management , 05 Aug 2024 ,WSM ,Reduce 11.99%,141.18,132.50
Jensen Investment Management , 05 Aug 2024 ,AON ,Add 16.80%,293.61,371.71
Jensen Investment Management , 05 Aug 2024 ,APD ,Buy ,258.02,318.26
Jensen Investment Management , 05 Aug 2024 ,IDXX ,Buy ,487.11,449.44
Jensen Investment Management , 05 Aug 2024 ,LEVI ,Reduce 38.01%,19.28,17.66
Jensen Investment Management , 05 Aug 2024 ,MMM ,Reduce 5.24%,102.19,130.29
Jensen Investment Management , 05 Aug 2024 ,ON ,Add 9.22%,68.55,72.24
Jensen Investment Management , 05 Aug 2024 ,POOL , ,307.28,369.89
Jensen Investment Management , 05 Aug 2024 ,URI , ,646.67,824.65
Jensen Investment Management , 05 Aug 2024 ,BMY , ,41.52,52.64
Jensen Investment Management , 05 Aug 2024 ,LIN , ,438.54,476.00
Jensen Investment Management , 05 Aug 2024 ,PAYX , ,118.51,140.27
Jensen Investment Management , 05 Aug 2024 ,RTX ,Reduce 14.31%,100.42,125.43
Jensen Investment Management , 05 Aug 2024 ,SOLV ,Buy ,52.90,73.36
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,AVGO ,Reduce 4.88%,160.55,172.02
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,SPGI ,Reduce 7.59%,446.00,487.24
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,GOOGL ,Reduce 4.85%,182.15,166.72
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,AMAT ,Reduce 4.84%,235.99,185.34
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,ADI ,Reduce 4.85%,228.26,230.14
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,MSFT ,Reduce 4.85%,446.95,426.59
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,V ,Reduce 4.85%,262.47,284.19
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,TSM ,Reduce 4.85%,173.81,194.68
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,ICE ,Reduce 4.84%,136.89,166.44
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,EFX ,Reduce 4.84%,242.46,270.02
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,TMO ,Reduce 4.84%,553.00,552.54
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,A ,Reduce 4.84%,129.63,131.54
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,CBRE ,Reduce 4.86%,89.11,131.59
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,IBKR ,Reduce 4.85%,122.60,150.99
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,BLK ,Add 6.84%,787.32,986.22
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,IQV ,Add 7.23%,211.44,217.54
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,AMT ,Reduce 4.83%,194.38,222.22
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,FERG ,Reduce 4.83%,193.65,197.25
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,CME ,Reduce 4.84%,196.60,228.12
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,AON ,Reduce 4.84%,293.58,371.71
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,ENTG ,Reduce 4.85%,135.40,105.95
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,FAST ,Reduce 4.84%,62.84,76.67
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,CDW ,Reduce 4.85%,223.84,218.50
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,SSNC ,Reduce 4.85%,62.67,70.13
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,LYV ,Reduce 4.86%,93.74,118.43
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,ECL ,Reduce 4.85%,238.00,256.45
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,CP ,Reduce 4.85%,78.73,77.90
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,ADBE ,Reduce 4.35%,555.54,481.04
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,ZTS ,Reduce 4.85%,173.36,182.76
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,MCO ,Reduce 4.86%,420.93,462.14
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,TCOM ,Buy ,47.00,65.07
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,TME ,Buy ,14.05,11.84
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,YUM ,Reduce 4.90%,132.46,134.86
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,UBER ,Buy ,72.68,77.69
William Von Mueffling - Cantillon Capital Management , 05 Aug 2024 ,ORCL ,Reduce 4.86%,141.20,172.42
