date,portfolio_date,manager,stock,ticker,portfolio_percent,shares,recent_activity,reported_price,current_price,value,market_cap,sector,industry,52_week_high,52_week_low,pe_ratio,dividend_yield
2025-06-24,2025-03-31,AKO Capital,Alcon Inc.,ALC,8.73,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Visa Inc.,V,8.08,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Flutter Entertainment Plc,FLUT,7.42,0,,,,,0,Consumer Cyclical,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Marsh & McLennan,MMC,6.72,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,GE Aerospace,GE,6.4,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Microsoft Corp.,MSFT,6.09,0,,,,,0,Information Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Intercontinental Exchange Inc.,ICE,5.11,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Accenture,ACN,5.01,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Moody's Corp.,MCO,5.0,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Intuit Inc.,INTU,4.43,0,,,,,0,Information Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Booking Holdings Inc.,BKNG,4.31,0,,,,,0,Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Waters Corp.,WAT,4.24,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Copart Inc.,CPRT,3.73,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Fair Isaac Corp.,FICO,3.6,0,,,,,0,Information Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Amazon.com Inc.,AMZN,3.55,0,,,,,0,Consumer Discretionary,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Zoetis Inc.,ZTS,3.26,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Analog Devices,ADI,3.25,0,,,,,0,Information Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Ferrari NV,RACE,3.23,0,,,,,0,Consumer Goods,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Equifax Inc.,EFX,2.41,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Thermo Fisher Scientific,TMO,2.15,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Salesforce.com,CRM,1.25,0,,,,,0,Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Illumina Inc.,ILMN,0.92,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Linde plc,LIN,0.51,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Cadence Design Systems,CDNS,0.45,0,,,,,0,Information Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Booz Allen Hamilton Hldg Corp.,BAH,0.13,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,AKO Capital,Canadian Natl Railway Co.,CNI,0.02,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Alex Roepers - Atlantic Investment Management,Aptiv PLC,APTV,22.4,0,,,,,0,Consumer Goods,Unknown,0,0,0,0
2025-06-24,2025-03-31,Alex Roepers - Atlantic Investment Management,Weatherford International plc,WFRD,17.14,0,,,,,0,Energy,Unknown,0,0,0,0
2025-06-24,2025-03-31,Alex Roepers - Atlantic Investment Management,Chart Industries Inc.,GTLS,16.57,0,,,,,0,Industrial Goods,Unknown,0,0,0,0
2025-06-24,2025-03-31,Alex Roepers - Atlantic Investment Management,Oshkosh Corp.,OSK,12.4,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Alex Roepers - Atlantic Investment Management,Eastman Chemical,EMN,12.38,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Alex Roepers - Atlantic Investment Management,Darling Ingredients Inc.,DAR,8.88,0,,,,,0,Industrial Goods,Unknown,0,0,0,0
2025-06-24,2025-03-31,Alex Roepers - Atlantic Investment Management,Ashland Global Holdings Inc.,ASH,4.14,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Alex Roepers - Atlantic Investment Management,Terex Corp.,TEX,3.27,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Alex Roepers - Atlantic Investment Management,WESCO International Inc.,WCC,2.82,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,AltaRock Partners,TransDigm Group Inc.,TDG,27.26,0,,,,,0,Industrial Goods,Unknown,0,0,0,0
2025-06-24,2025-03-31,AltaRock Partners,Amazon.com Inc.,AMZN,19.9,0,,,,,0,Consumer Discretionary,Unknown,0,0,0,0
2025-06-24,2025-03-31,AltaRock Partners,Microsoft Corp.,MSFT,19.46,0,,,,,0,Information Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,AltaRock Partners,Alphabet Inc.,GOOGL,10.74,0,,,,,0,Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,AltaRock Partners,Moody's Corp.,MCO,8.9,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,AltaRock Partners,Mastercard Inc.,MA,6.46,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,AltaRock Partners,Visa Inc.,V,5.99,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,AltaRock Partners,Hilton Worldwide Holdings,HLT,1.25,0,,,,,0,Consumer Discretionary,Unknown,0,0,0,0
2025-06-24,2025-03-31,AltaRock Partners,Fair Isaac Corp.,FICO,0.02,0,,,,,0,Information Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Microsoft Corp.,MSFT,25.55,0,,,,,0,Information Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Berkshire Hathaway CL B,BRK.B,21.88,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Waste Management Inc.,WM,17.85,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Canadian Natl Railway Co.,CNI,12.78,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Caterpillar Inc.,CAT,5.8,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Deere & Co.,DE,3.99,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Ecolab Inc.,ECL,3.16,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Walmart Inc.,WMT,1.91,0,,,,,0,Consumer Staples,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,FedEx Corp.,FDX,1.48,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Coca-Cola FEMSA S A CV,KOF,1.36,0,,,,,0,Consumer Goods,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Waste Connections,WCN,1.0,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Coupang Inc.,CPNG,0.49,0,,,,,0,Consumer Cyclical,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Crown Castle International Corp.,CCI,0.35,0,,,,,0,Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,SCHRODINGER Inc.,SDGR,0.33,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Madison Square Garden Sports Corp.,MSGS,0.28,0,,,,,0,Communication Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Anheuser-Busch InBev,BUD,0.25,0,,,,,0,Consumer Staples,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,McDonald's Corp.,MCD,0.25,0,,,,,0,Consumer Discretionary,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,West Pharmaceutical Services,WST,0.24,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,PACCAR Inc.,PCAR,0.23,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,United Parcel Service,UPS,0.2,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Kraft Heinz Co.,KHC,0.19,0,,,,,0,Consumer Staples,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Danaher Corp.,DHR,0.18,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Hormel Foods Corp.,HRL,0.16,0,,,,,0,Consumer Staples,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,On Holding AG,ONON,0.05,0,,,,,0,Consumer Cyclical,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill & Melinda Gates Foundation Trust,Veralto Corp.,VLTO,0.03,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Ackman - Pershing Square Capital Management,Uber Technologies Inc.,UBER,18.5,0,,,,,0,Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Ackman - Pershing Square Capital Management,Brookfield Corp.,BN,18.01,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Ackman - Pershing Square Capital Management,Restaurant Brands International,QSR,12.85,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Ackman - Pershing Square Capital Management,Howard Hughes Holdings Inc.,HHH,11.71,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Ackman - Pershing Square Capital Management,Chipotle Mexican Grill Inc.,CMG,9.07,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Ackman - Pershing Square Capital Management,Canadian Pacific Kansas City,CP,8.71,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Ackman - Pershing Square Capital Management,Alphabet Inc. CL C,GOOG,8.28,0,,,,,0,Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Ackman - Pershing Square Capital Management,Alphabet Inc.,GOOGL,5.75,0,,,,,0,Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Ackman - Pershing Square Capital Management,Hilton Worldwide Holdings,HLT,5.72,0,,,,,0,Consumer Discretionary,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Ackman - Pershing Square Capital Management,Seaport Entertainment Group,SEG,0.9,0,,,,,0,Real Estate,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Ackman - Pershing Square Capital Management,Hertz Global Hldgs Inc.,HTZ,0.5,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Lincoln National,LNC,8.5,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Nabors Industries Ltd.,NBR,7.39,0,,,,,0,Energy,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Bread Financial Holdings Inc.,BFH,7.07,0,,,,,0,Information Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Gray Television Inc.,GTN,7.04,0,,,,,0,Consumer Discretionary,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Quad/Graphics Inc.,QUAD,6.39,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Jackson Financial Inc.,JXN,4.62,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,UGI Corp.,UGI,4.4,0,,,,,0,Utilities,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Verizon Communications,VZ,4.09,0,,,,,0,Communication Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Gannett Co.,GCI,3.57,0,,,,,0,Consumer Discretionary,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,CTO Realty Growth Inc.,CTO,3.38,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,OneMain Holdings,OMF,3.32,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Bristol-Myers Squibb,BMY,3.0,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Western Alliance Bancorp,WAL,2.92,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Chord Energy,CHRD,2.71,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Viatris Inc.,VTRS,2.46,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,United Natural Foods,UNFI,2.36,0,,,,,0,Consumer Staples,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Conduent Inc.,CNDT,2.31,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,JELD-WEN Holding Inc.,JELD,2.11,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,MicroStrategy Inc.,MSTR,2.0,0,,,,,0,Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Stellantis N.V.,STLA,1.99,0,,,,,0,Consumer Goods,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,American Axle & Manufacturing Holdings,AXL,1.85,0,,,,,0,Consumer Goods,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Buckle Inc.,BKE,1.83,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Boise Cascade Company,BCC,1.79,0,,,,,0,Industrial Goods,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Easterly Government Properties Inc.,DEA,1.77,0,,,,,0,Real Estate,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Build-A-Bear Workshop Inc.,BBW,1.69,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Alliance Resource Partners LP,ARLP,1.58,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Fossil Inc.,FOSL,1.55,0,,,,,0,Consumer Discretionary,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,AT&T Inc.,T,1.49,0,,,,,0,Communication Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Carlyle Group,CG,1.39,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,LyondellBasell Industries,LYB,1.22,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Tutor Perini Corp.,TPC,0.96,0,,,,,0,Industrial Goods,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,Semler Scientific Inc,SMLR,0.87,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,TotalEnergies SE,TTE,0.23,0,,,,,0,Energy,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Miller - Miller Value Partners,TechnipFMC plc,FTI,0.12,0,,,,,0,Energy,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,IQVIA Holdings Inc.,IQV,7.03,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Alphabet Inc.,GOOGL,6.64,0,,,,,0,Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,First Citizens Bancshares,FCNCA,6.41,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Deere & Co.,DE,5.98,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Phillips 66,PSX,5.95,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Keurig Dr Pepper Inc.,KDP,5.83,0,,,,,0,Consumer Staples,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Lithia Motors Inc.,LAD,5.81,0,,,,,0,Consumer Discretionary,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Charles Schwab Corp.,SCHW,5.76,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Paycom Software Inc.,PAYC,5.16,0,,,,,0,Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Airbnb Inc.,ABNB,5.11,0,,,,,0,Communication Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,ConocoPhillips,COP,5.08,0,,,,,0,Energy,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Intercontinental Exchange Inc.,ICE,4.99,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Capital One Financial,COF,4.9,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,CBRE Group,CBRE,4.84,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Equifax Inc.,EFX,4.36,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Ally Financial Inc.,ALLY,3.34,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Warner Bros. Discovery Inc.,WBD,3.25,0,,,,,0,Consumer Discretionary,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,APA Corp.,APA,2.6,0,,,,,0,Energy,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Centene Corp.,CNC,2.14,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Molina Healthcare Inc.,MOH,2.0,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Liberty Broadband Corp. CL C,LBRDK,1.8,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bill Nygren - Oakmark Select Fund,Charter Communications,CHTR,1.02,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bruce Berkowitz - Fairholme Capital,St. Joe Co.,JOE,78.07,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bruce Berkowitz - Fairholme Capital,Enterprise Products Partners LP,EPD,15.31,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bruce Berkowitz - Fairholme Capital,Bank OZK,OZK,2.26,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bruce Berkowitz - Fairholme Capital,Berkshire Hathaway CL B,BRK.B,2.14,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bruce Berkowitz - Fairholme Capital,W.R. Berkley Corp.,WRB,1.53,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bruce Berkowitz - Fairholme Capital,Energy Transfer LP,ET,0.25,0,,,,,0,Energy,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bruce Berkowitz - Fairholme Capital,Occidental Petroleum,OXY,0.22,0,,,,,0,Energy,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bruce Berkowitz - Fairholme Capital,Berkshire Hathaway CL A,BRK.A,0.07,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bruce Berkowitz - Fairholme Capital,Diamondback Energy Inc.,FANG,0.05,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bruce Berkowitz - Fairholme Capital,Apple Inc.,AAPL,0.04,0,,,,,0,Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bruce Berkowitz - Fairholme Capital,Core Natural Resources Inc.,CNR,0.03,0,,,,,0,Energy,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bruce Berkowitz - Fairholme Capital,EOG Resources,EOG,0.02,0,,,,,0,Energy,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bryan Lawrence - Oakcliff Capital,Interactive Brokers Group Inc.,IBKR,22.48,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bryan Lawrence - Oakcliff Capital,TransDigm Group Inc.,TDG,15.52,0,,,,,0,Industrial Goods,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bryan Lawrence - Oakcliff Capital,Gildan Activewear Inc.,GIL,14.25,0,,,,,0,Consumer Goods,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bryan Lawrence - Oakcliff Capital,Alphabet Inc. CL C,GOOG,9.73,0,,,,,0,Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bryan Lawrence - Oakcliff Capital,Natural Resource Partners,NRP,8.43,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bryan Lawrence - Oakcliff Capital,Star Gas Partners LP,SGU,7.63,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bryan Lawrence - Oakcliff Capital,Charter Communications,CHTR,7.43,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bryan Lawrence - Oakcliff Capital,Guidewire Software Inc.,GWRE,6.48,0,,,,,0,Technology,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bryan Lawrence - Oakcliff Capital,Lennar Corp.,LEN,6.29,0,,,,,0,Consumer Discretionary,Unknown,0,0,0,0
2025-06-24,2025-03-31,Bryan Lawrence - Oakcliff Capital,LGI Homes Inc.,LGIH,1.75,0,,,,,0,Consumer Cyclical,Unknown,0,0,0,0
2025-06-24,2025-03-31,Carl Icahn - Icahn Capital Management,Icahn Enterprises,IEP,54.55,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Carl Icahn - Icahn Capital Management,CVR Energy Inc.,CVI,17.76,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Carl Icahn - Icahn Capital Management,Southwest Gas Holdings Inc.,SWX,7.22,0,,,,,0,Utilities,Unknown,0,0,0,0
2025-06-24,2025-03-31,Carl Icahn - Icahn Capital Management,CVR Partners LP,UAN,4.12,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Carl Icahn - Icahn Capital Management,International Flavors & Fragrances Inc.,IFF,3.89,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Carl Icahn - Icahn Capital Management,Bausch Health,BHC,3.0,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,Carl Icahn - Icahn Capital Management,Dana Inc.,DAN,2.54,0,,,,,0,Consumer Goods,Unknown,0,0,0,0
2025-06-24,2025-03-31,Carl Icahn - Icahn Capital Management,JetBlue Airways Corp.,JBLU,2.16,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Carl Icahn - Icahn Capital Management,American Electric Power,AEP,1.76,0,,,,,0,Utilities,Unknown,0,0,0,0
2025-06-24,2025-03-31,Carl Icahn - Icahn Capital Management,Caesars Entertainment,CZR,0.81,0,,,,,0,Services,Unknown,0,0,0,0
2025-06-24,2025-03-31,Carl Icahn - Icahn Capital Management,SandRidge Energy Inc.,SD,0.73,0,,,,,0,Materials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Carl Icahn - Icahn Capital Management,Bausch + Lomb Corp,BLCO,0.68,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,Carl Icahn - Icahn Capital Management,Centuri Holdings Inc,CTRI,0.54,0,,,,,0,Utilities,Unknown,0,0,0,0
2025-06-24,2025-03-31,Carl Icahn - Icahn Capital Management,Illumina Inc.,ILMN,0.23,0,,,,,0,Health Care,Unknown,0,0,0,0
2025-06-24,2025-03-31,Charles Bobrinskoy - Ariel Focus Fund,Snap-On Inc.,SNA,6.34,0,,,,,0,Consumer Discretionary,Unknown,0,0,0,0
2025-06-24,2025-03-31,Charles Bobrinskoy - Ariel Focus Fund,J.M. Smucker Co,SJM,6.31,0,,,,,0,Consumer Staples,Unknown,0,0,0,0
2025-06-24,2025-03-31,Charles Bobrinskoy - Ariel Focus Fund,BOK Financial Corp.,BOKF,6.07,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Charles Bobrinskoy - Ariel Focus Fund,Mohawk Industries,MHK,5.3,0,,,,,0,Consumer Discretionary,Unknown,0,0,0,0
2025-06-24,2025-03-31,Charles Bobrinskoy - Ariel Focus Fund,Chevron Corp.,CVX,4.8,0,,,,,0,Energy,Unknown,0,0,0,0
2025-06-24,2025-03-31,Charles Bobrinskoy - Ariel Focus Fund,Bank of America Corp.,BAC,4.66,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Charles Bobrinskoy - Ariel Focus Fund,Resideo Technologies Inc.,REZI,4.59,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Charles Bobrinskoy - Ariel Focus Fund,Lockheed Martin Corp.,LMT,4.47,0,,,,,0,Industrials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Charles Bobrinskoy - Ariel Focus Fund,PHINIA Inc.,PHIN,4.45,0,,,,,0,Consumer Cyclical,Unknown,0,0,0,0
2025-06-24,2025-03-31,Charles Bobrinskoy - Ariel Focus Fund,Affiliated Managers Group,AMG,4.25,0,,,,,0,Financials,Unknown,0,0,0,0
2025-06-24,2025-03-31,Charles Bobrinskoy - Ariel Focus Fund,APA Corp.,APA,4.04,0,,,,,0,Energy,Unknown,0,0,0,0
