quarter,year,quarter_num,active_managers,total_transactions,avg_portfolio_impact,major_buys,major_sells,top_active_managers
2025Q3,2025,3,81,12972,-0.4015764724020968,,,"Meridian Contrarian Fund, Oakmark Select Fund, Longleaf Partners, Sequoia Fund, Ariel Focus Fund, Ariel Appreciation Fund, Trian Fund Management, Leon Cooperman, Conifer Management, Oaktree Capital Management"
