ticker,total_activities,managers_holding,total_buy_impact,total_sell_impact,net_activity_score,avg_portfolio_impact,days_tracked,recent_activity_count,recent_net_activity,performance_category,period_start,period_end,top_3_managers
APPN,2,1,0.0,0.0,0.0,4.109999999999999,0,2,0.0,Neutral,2025-07-07,2025-07-07,Oakcliff Capital
CARG,3,1,0.0,0.0,0.0,2.66,0,3,0.0,Neutral,2025-07-07,2025-07-07,Oakcliff Capital
ATS,1,1,0.0,0.0,0.0,4.64,0,1,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
CCAP,3,1,0.0,0.0,0.0,1.9233333333333331,0,3,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
ORLA,6,1,0.0,0.0,0.0,2.2066666666666666,0,6,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
ATCO-OLD,4,1,0.0,0.0,0.0,28.832500000000003,0,4,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
MCFT,2,1,0.0,0.0,0.0,0.85,0,2,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
FIT,2,1,0.0,0.0,0.0,0.7649999999999999,0,2,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
SIX-OLD,2,1,0.0,0.0,0.0,0.54,0,2,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
SSW,3,1,0.0,0.0,0.0,30.296666666666667,0,3,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
DSSI,1,1,0.0,0.0,0.0,0.75,0,1,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
BNS,1,1,0.0,0.0,0.0,0.97,0,1,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
MCDIF,2,2,0.0,0.0,0.0,40.815,0,2,0.0,Neutral,2025-07-07,2025-07-07,FPA Crescent Fund; Fairfax Financial Holdings
IPI,2,1,0.0,0.0,0.0,3.4099999999999997,0,2,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
ALR-OLD,2,1,0.0,0.0,0.0,1.52,0,2,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
BWINB-OLD,2,1,0.0,0.0,0.0,1.04,0,2,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
BCE,1,1,0.0,0.0,0.0,1.09,0,1,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
XCO,3,1,0.0,0.0,0.0,2.0966666666666667,0,3,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
NVDQ-OLD,2,1,0.0,0.0,0.0,0.75,0,2,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
FTR,2,2,0.0,0.0,0.0,1.895,0,2,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings; Baupost Group
ABH,1,1,0.0,0.0,0.0,11.89,0,1,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings
MKC,10,2,0.0,0.0,0.0,2.209,0,10,0.0,Neutral,2025-07-07,2025-07-07,Hillman Value Fund; Fundsmith
MASI,1,1,0.0,0.0,0.0,0.5,0,1,0.0,Neutral,2025-07-07,2025-07-07,Fundsmith
CHD,4,1,0.0,0.0,0.0,1.0474999999999999,0,4,0.0,Neutral,2025-07-07,2025-07-07,Fundsmith
OTIS,12,3,0.0,0.0,0.0,1.2666666666666666,0,12,0.0,Neutral,2025-07-07,2025-07-07,Fundsmith; AKO Capital; FPA Crescent Fund
BF.B,4,3,0.0,0.0,0.0,1.995,0,4,0.0,Neutral,2025-07-07,2025-07-07,Hillman Value Fund; Fundsmith; Lindsell Train
CZOOF,1,1,0.0,0.0,0.0,1.45,0,1,0.0,Neutral,2025-07-07,2025-07-07,Lindsell Train
WHR,7,3,0.0,0.0,0.0,1.7185714285714284,0,7,0.0,Neutral,2025-07-07,2025-07-07,Greenhaven Associates; Sound Shore; Causeway Capital Management
DGX,6,3,0.0,0.0,0.0,0.7200000000000001,0,6,0.0,Neutral,2025-07-07,2025-07-07,Davis Advisors; Causeway Capital Management; Olstein Capital Management
VEA,2,1,0.0,0.0,0.0,0.885,0,2,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management
CHKP,12,3,0.0,0.0,0.0,2.5,0,12,0.0,Neutral,2025-07-07,2025-07-07,Sound Shore; Causeway Capital Management; AKO Capital
AZN,2,2,0.0,0.0,0.0,0.54,0,2,0.0,Neutral,2025-07-07,2025-07-07,Dodge & Cox; Causeway Capital Management
G,3,2,0.0,0.0,0.0,0.6866666666666666,0,3,0.0,Neutral,2025-07-07,2025-07-07,Greenhaven Associates; Causeway Capital Management
SW,2,1,0.0,0.0,0.0,3.59,0,2,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management
EFA,4,1,0.0,0.0,0.0,5.8375,0,4,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management
VIPS,1,1,0.0,0.0,0.0,0.6,0,1,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management
SHEL,24,4,0.0,0.0,0.0,0.94,0,24,0.0,Neutral,2025-07-07,2025-07-07,Hancock Classic Value; Tweedy Browne Value Fund; Causeway Capital Management
NVS,11,3,0.0,0.0,0.0,1.0172727272727273,0,11,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management; Tweedy Browne Value Fund; Dodge & Cox
PBR.A,6,1,0.0,0.0,0.0,1.0216666666666667,0,6,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management
TME,5,2,0.0,0.0,0.0,0.9540000000000001,0,5,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management; Cantillon Capital Management
TSN,13,4,0.0,0.0,0.0,0.9199999999999999,0,13,0.0,Neutral,2025-07-07,2025-07-07,Davis Advisors; Causeway Capital Management; Matrix Asset Advisors
ADI,24,8,0.0,0.0,0.0,1.4808333333333332,0,24,0.0,Neutral,2025-07-07,2025-07-07,AKO Capital; Egerton Capital; Cantillon Capital Management
JKS,1,1,0.0,0.0,0.0,0.62,0,1,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management
FINV,1,1,0.0,0.0,0.0,0.52,0,1,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management
IEFA,2,1,0.0,0.0,0.0,0.62,0,2,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management
LDOS,1,1,0.0,0.0,0.0,1.37,0,1,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management
TER,1,1,0.0,0.0,0.0,0.61,0,1,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management
BELFB,1,1,0.0,0.0,0.0,6.17,0,1,0.0,Neutral,2025-07-07,2025-07-07,Makaira Partners
WHD,4,1,0.0,0.0,0.0,2.0125,0,4,0.0,Neutral,2025-07-07,2025-07-07,Makaira Partners
SVV,2,1,0.0,0.0,0.0,2.91,0,2,0.0,Neutral,2025-07-07,2025-07-07,Makaira Partners
LAMR,15,3,0.0,0.0,0.0,4.064666666666667,0,15,0.0,Neutral,2025-07-07,2025-07-07,Abrams Capital Management; Makaira Partners; Akre Capital Management
HEI.A,1,1,0.0,0.0,0.0,0.82,0,1,0.0,Neutral,2025-07-07,2025-07-07,Makaira Partners
EXP,9,2,0.0,0.0,0.0,1.2522222222222221,0,9,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group; Third Avenue Management
VSAT,5,1,0.0,0.0,0.0,0.8160000000000001,0,5,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
FTRE,2,1,0.0,0.0,0.0,1.595,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
JAZZ,3,1,0.0,0.0,0.0,2.143333333333333,0,3,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
TBPH,4,1,0.0,0.0,0.0,0.74,0,4,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
LSXMA,4,1,0.0,0.0,0.0,1.9774999999999998,0,4,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
TSEM,2,1,0.0,0.0,0.0,1.58,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
SSNC,18,5,0.0,0.0,0.0,1.1877777777777778,0,18,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group; Hancock Classic Value; Olstein Capital Management
VRTV-OLD,1,1,0.0,0.0,0.0,10.92,0,1,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
EDU,5,1,0.0,0.0,0.0,1.842,0,5,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
DBX,4,1,0.0,0.0,0.0,1.7375,0,4,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
EHC,2,1,0.0,0.0,0.0,2.085,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
LMACA-OLD,1,1,0.0,0.0,0.0,0.56,0,1,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
TBIO,2,1,0.0,0.0,0.0,2.51,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
SJR-OLD,2,1,0.0,0.0,0.0,1.77,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
IS-OLD,1,1,0.0,0.0,0.0,0.65,0,1,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
DOC,2,1,0.0,0.0,0.0,1.22,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
NUVB,2,2,0.0,0.0,0.0,0.7150000000000001,0,2,0.0,Neutral,2025-07-07,2025-07-07,Abrams Capital Management; Baupost Group
CGEM,1,1,0.0,0.0,0.0,0.57,0,1,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
AJAX.U,2,1,0.0,0.0,0.0,0.57,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
RBAC-OLD,2,1,0.0,0.0,0.0,0.5,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
ADV,1,1,0.0,0.0,0.0,1.49,0,1,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
HDS,2,1,0.0,0.0,0.0,2.835,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
RBAC.U,2,1,0.0,0.0,0.0,0.57,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
AKBA,3,2,0.0,0.0,0.0,1.5999999999999999,0,3,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group; Abrams Capital Management
TAK,2,1,0.0,0.0,0.0,1.895,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
YPF,2,1,0.0,0.0,0.0,0.725,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
TRCO,3,1,0.0,0.0,0.0,1.25,0,3,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
KERX,4,2,0.0,0.0,0.0,0.8499999999999999,0,4,0.0,Neutral,2025-07-07,2025-07-07,Abrams Capital Management; Baupost Group
CLNS,6,2,0.0,0.0,0.0,3.3299999999999996,0,6,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group; Abrams Capital Management
PBF,4,1,0.0,0.0,0.0,1.7349999999999999,0,4,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
PR,2,1,0.0,0.0,0.0,0.55,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
AMC,1,1,0.0,0.0,0.0,0.66,0,1,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
SRAQ,4,1,0.0,0.0,0.0,0.6675,0,4,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
CAR,4,1,0.0,0.0,0.0,1.0575,0,4,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
SRC-OLD,2,1,0.0,0.0,0.0,0.77,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
CPAA-OLD,2,1,0.0,0.0,0.0,0.515,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
INVA,2,1,0.0,0.0,0.0,1.225,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
SRUNU,2,1,0.0,0.0,0.0,0.82,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
LVNTA,2,1,0.0,0.0,0.0,1.0150000000000001,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
SYT-OLD,4,2,0.0,0.0,0.0,0.7875000000000001,0,4,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group; Abrams Capital Management
NSAM,6,2,0.0,0.0,0.0,3.171666666666667,0,6,0.0,Neutral,2025-07-07,2025-07-07,Abrams Capital Management; Baupost Group
NRF,5,2,0.0,0.0,0.0,1.986,0,5,0.0,Neutral,2025-07-07,2025-07-07,Abrams Capital Management; Baupost Group
GTYHU,1,1,0.0,0.0,0.0,0.61,0,1,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
SEMI,1,1,0.0,0.0,0.0,0.68,0,1,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
BATRK,1,1,0.0,0.0,0.0,0.6,0,1,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
SRAQU,2,1,0.0,0.0,0.0,0.57,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
BITI,1,1,0.0,0.0,0.0,0.54,0,1,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
LOCK,1,1,0.0,0.0,0.0,0.66,0,1,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group
LIN,32,4,0.0,0.0,0.0,2.0856250000000003,0,32,0.0,Neutral,2025-07-07,2025-07-07,AKO Capital; Tweedy Browne Value Fund; Egerton Capital
DEO,12,4,0.0,0.0,0.0,1.46,0,12,0.0,Neutral,2025-07-07,2025-07-07,Tweedy Browne Value Fund; Weitz Large Cap Equity Fund; Hillman Value Fund
ABEV,3,1,0.0,0.0,0.0,0.8799999999999999,0,3,0.0,Neutral,2025-07-07,2025-07-07,AKO Capital
RMD,2,1,0.0,0.0,0.0,0.98,0,2,0.0,Neutral,2025-07-07,2025-07-07,AKO Capital
GRFS,1,1,0.0,0.0,0.0,3.91,0,1,0.0,Neutral,2025-07-07,2025-07-07,AKO Capital
FBTC,2,1,0.0,0.0,0.0,0.98,0,2,0.0,Neutral,2025-07-07,2025-07-07,Patient Capital Management
NFE,1,1,0.0,0.0,0.0,1.06,0,1,0.0,Neutral,2025-07-07,2025-07-07,Patient Capital Management
KOS,2,1,0.0,0.0,0.0,1.8900000000000001,0,2,0.0,Neutral,2025-07-07,2025-07-07,Patient Capital Management
RPRX,8,2,0.0,0.0,0.0,1.00625,0,8,0.0,Neutral,2025-07-07,2025-07-07,Patient Capital Management; Torray Funds
PLAY,2,1,0.0,0.0,0.0,1.405,0,2,0.0,Neutral,2025-07-07,2025-07-07,Patient Capital Management
QXO,1,1,0.0,0.0,0.0,5.99,0,1,0.0,Neutral,2025-07-07,2025-07-07,Patient Capital Management
AVID-OLD,3,1,0.0,0.0,0.0,0.9833333333333333,0,3,0.0,Neutral,2025-07-07,2025-07-07,Patient Capital Management
TDW,8,1,0.0,0.0,0.0,2.28125,0,8,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
AMH,2,1,0.0,0.0,0.0,1.25,0,2,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
AMBC,1,1,0.0,0.0,0.0,0.56,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
HCC,15,2,0.0,0.0,0.0,4.272,0,15,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments; Third Avenue Management
IVT,6,1,0.0,0.0,0.0,1.0233333333333334,0,6,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
UMBF,1,1,0.0,0.0,0.0,0.66,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
WASH,2,1,0.0,0.0,0.0,0.725,0,2,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
HA-OLD,7,1,0.0,0.0,0.0,1.2328571428571427,0,7,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
HBB,1,1,0.0,0.0,0.0,0.54,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
FIX,2,1,0.0,0.0,0.0,0.66,0,2,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
LXU,1,1,0.0,0.0,0.0,0.67,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
LEN.B,11,2,0.0,0.0,0.0,1.0072727272727273,0,11,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management; Torray Funds
ITIC,1,1,0.0,0.0,0.0,0.57,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
PLD,5,2,0.0,0.0,0.0,1.5,0,5,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management; Torray Funds
CCF-OLD,2,1,0.0,0.0,0.0,0.68,0,2,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
TPH,3,2,0.0,0.0,0.0,0.6933333333333334,0,3,0.0,Neutral,2025-07-07,2025-07-07,Greenhaven Associates; Third Avenue Management
ECPG,1,1,0.0,0.0,0.0,1.0,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
BAM,10,6,0.0,0.0,0.0,1.9740000000000002,0,10,0.0,Neutral,2025-07-07,2025-07-07,Markel Group; Third Avenue Management; FPA Queens Road Small Cap Value Fund
VC,3,1,0.0,0.0,0.0,0.6466666666666666,0,3,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
WY,7,1,0.0,0.0,0.0,1.7442857142857142,0,7,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
RYN,6,3,0.0,0.0,0.0,1.7850000000000001,0,6,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management; Tweedy Browne Value Fund; Abrams Capital Management
JBGS,8,1,0.0,0.0,0.0,0.865,0,8,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
CALM,2,1,0.0,0.0,0.0,0.7250000000000001,0,2,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
ESS,4,1,0.0,0.0,0.0,1.5875,0,4,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
APTS-OLD,1,1,0.0,0.0,0.0,1.08,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
ATNI,1,1,0.0,0.0,0.0,0.59,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
AAMI,1,1,0.0,0.0,0.0,0.52,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
KFY,3,2,0.0,0.0,0.0,1.4799999999999998,0,3,0.0,Neutral,2025-07-07,2025-07-07,Olstein Capital Management; Third Avenue Management
CFR,1,1,0.0,0.0,0.0,0.52,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
PRA,1,1,0.0,0.0,0.0,0.74,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
MYRG,1,1,0.0,0.0,0.0,1.5,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
PSA,3,1,0.0,0.0,0.0,1.9033333333333333,0,3,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
CUBI,2,1,0.0,0.0,0.0,0.815,0,2,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
FCN,1,1,0.0,0.0,0.0,0.55,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
FR,3,1,0.0,0.0,0.0,0.9033333333333333,0,3,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
MAC,3,1,0.0,0.0,0.0,0.8066666666666666,0,3,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
AKR,3,1,0.0,0.0,0.0,1.3099999999999998,0,3,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
PNC,11,4,0.0,0.0,0.0,1.43,0,11,0.0,Neutral,2025-07-07,2025-07-07,Tweedy Browne Value Fund; Third Avenue Management; Hancock Classic Value
TRC,1,1,0.0,0.0,0.0,1.05,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
CARE,1,1,0.0,0.0,0.0,0.52,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
CUB,6,2,0.0,0.0,0.0,1.3383333333333336,0,6,0.0,Neutral,2025-07-07,2025-07-07,FPA Queens Road Small Cap Value Fund; Third Avenue Management
TTEK,1,1,0.0,0.0,0.0,0.5,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
PNC.WS,1,1,0.0,0.0,0.0,3.49,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
ORIG,1,1,0.0,0.0,0.0,1.83,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
ZION,1,1,0.0,0.0,0.0,1.6,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
WTM,1,1,0.0,0.0,0.0,1.51,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management
NE,1,1,0.0,0.0,0.0,17.45,0,1,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
AMR,9,2,0.0,0.0,0.0,12.765555555555556,0,9,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments; Aquamarine Capital
ARCH-OLD,6,1,0.0,0.0,0.0,10.633333333333335,0,6,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
DAC,2,1,0.0,0.0,0.0,1.64,0,2,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
EAF,4,1,0.0,0.0,0.0,11.715,0,4,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
GM.WS.B,4,2,0.0,0.0,0.0,9.7875,0,4,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments; Aquamarine Capital
NXEOU,4,1,0.0,0.0,0.0,2.0774999999999997,0,4,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
NXEO,2,2,0.0,0.0,0.0,1.265,0,2,0.0,Neutral,2025-07-07,2025-07-07,FPA Crescent Fund; Pabrai Investments
ZINC,8,2,0.0,0.0,0.0,3.4537500000000003,0,8,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments; Aquamarine Capital
POT,5,2,0.0,0.0,0.0,4.1240000000000006,0,5,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments; Weitz Large Cap Equity Fund
CSE,3,1,0.0,0.0,0.0,3.223333333333334,0,3,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
PNCL,2,1,0.0,0.0,0.0,1.055,0,2,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
CRESY,7,1,0.0,0.0,0.0,1.9342857142857144,0,7,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
BWIN,2,1,0.0,0.0,0.0,0.81,0,2,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
BIP,2,1,0.0,0.0,0.0,14.035,0,2,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
BPO,3,1,0.0,0.0,0.0,6.876666666666666,0,3,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
ATSG-OLD,5,1,0.0,0.0,0.0,2.164,0,5,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
ICO,2,1,0.0,0.0,0.0,6.290000000000001,0,2,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
HNR,5,1,0.0,0.0,0.0,3.8440000000000003,0,5,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
TX,2,1,0.0,0.0,0.0,7.35,0,2,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
CCRT,1,1,0.0,0.0,0.0,1.29,0,1,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments
CCCS,2,2,0.0,0.0,0.0,1.82,0,2,0.0,Neutral,2025-07-07,2025-07-07,Triple Frond Partners; Akre Capital Management
MKL,14,4,0.0,0.0,0.0,2.7235714285714288,0,14,0.0,Neutral,2025-07-07,2025-07-07,Greenlea Lane Capital; Akre Capital Management; Giverny Capital
UI,5,1,0.0,0.0,0.0,1.1620000000000001,0,5,0.0,Neutral,2025-07-07,2025-07-07,Akre Capital Management
AMTD,5,1,0.0,0.0,0.0,1.35,0,5,0.0,Neutral,2025-07-07,2025-07-07,Akre Capital Management
ESGR-OLD,7,2,0.0,0.0,0.0,0.8828571428571428,0,7,0.0,Neutral,2025-07-07,2025-07-07,FPA Queens Road Small Cap Value Fund; Akre Capital Management
FOCS-OLD,2,1,0.0,0.0,0.0,1.32,0,2,0.0,Neutral,2025-07-07,2025-07-07,Akre Capital Management
ENOV,12,2,0.0,0.0,0.0,1.6725,0,12,0.0,Neutral,2025-07-07,2025-07-07,Akre Capital Management; FPA Queens Road Small Cap Value Fund
MWE,3,1,0.0,0.0,0.0,1.1733333333333331,0,3,0.0,Neutral,2025-07-07,2025-07-07,Akre Capital Management
NS-OLD,2,1,0.0,0.0,0.0,2.46,0,2,0.0,Neutral,2025-07-07,2025-07-07,Akre Capital Management
HIG,4,1,0.0,0.0,0.0,1.1325,0,4,0.0,Neutral,2025-07-07,2025-07-07,Akre Capital Management
NLY,4,1,0.0,0.0,0.0,1.0899999999999999,0,4,0.0,Neutral,2025-07-07,2025-07-07,Akre Capital Management
NSRGY,10,2,0.0,0.0,0.0,1.026,0,10,0.0,Neutral,2025-07-07,2025-07-07,Tweedy Browne Value Fund; Gardner Russo & Quinn
UL,15,5,0.0,0.0,0.0,1.072,0,15,0.0,Neutral,2025-07-07,2025-07-07,Gardner Russo & Quinn; Tweedy Browne Value Fund; Markel Group
PRNDY,1,1,0.0,0.0,0.0,292.48,0,1,0.0,Neutral,2025-07-07,2025-07-07,Gardner Russo & Quinn
KNSL,2,1,0.0,0.0,0.0,1.185,0,2,0.0,Neutral,2025-07-07,2025-07-07,Giverny Capital
MEDP,1,1,0.0,0.0,0.0,2.22,0,1,0.0,Neutral,2025-07-07,2025-07-07,Giverny Capital
SNBR,3,1,0.0,0.0,0.0,0.6466666666666667,0,3,0.0,Neutral,2025-07-07,2025-07-07,Giverny Capital
IBP,2,1,0.0,0.0,0.0,1.165,0,2,0.0,Neutral,2025-07-07,2025-07-07,Giverny Capital
CIEN,2,1,0.0,0.0,0.0,1.2200000000000002,0,2,0.0,Neutral,2025-07-07,2025-07-07,Giverny Capital
HCSG,1,1,0.0,0.0,0.0,0.55,0,1,0.0,Neutral,2025-07-07,2025-07-07,Giverny Capital
ATHM,2,1,0.0,0.0,0.0,1.245,0,2,0.0,Neutral,2025-07-07,2025-07-07,Giverny Capital
AME,1,1,0.0,0.0,0.0,0.96,0,1,0.0,Neutral,2025-07-07,2025-07-07,Giverny Capital
TRUP,18,2,0.0,0.0,0.0,4.2588888888888885,0,18,0.0,Neutral,2025-07-07,2025-07-07,RV Capital GmbH; Greenlea Lane Capital
BUR,6,1,0.0,0.0,0.0,1.0833333333333333,0,6,0.0,Neutral,2025-07-07,2025-07-07,Greenlea Lane Capital
WORK,11,2,0.0,0.0,0.0,3.963636363636364,0,11,0.0,Neutral,2025-07-07,2025-07-07,Greenlea Lane Capital; RV Capital GmbH
IT,6,2,0.0,0.0,0.0,1.343333333333333,0,6,0.0,Neutral,2025-07-07,2025-07-07,Weitz Large Cap Equity Fund; Polen Capital Management
KARO,1,1,0.0,0.0,0.0,1.07,0,1,0.0,Neutral,2025-07-07,2025-07-07,Polen Capital Management
HOLI-OLD,1,1,0.0,0.0,0.0,0.63,0,1,0.0,Neutral,2025-07-07,2025-07-07,Davis Advisors
LOAR,2,1,0.0,0.0,0.0,20.665000000000003,0,2,0.0,Neutral,2025-07-07,2025-07-07,Abrams Capital Management
CTLP,2,1,0.0,0.0,0.0,0.615,0,2,0.0,Neutral,2025-07-07,2025-07-07,Abrams Capital Management
