ticker,total_activities,managers_holding,total_buy_impact,total_sell_impact,net_activity_score,avg_portfolio_impact,days_tracked,recent_activity_count,recent_net_activity,performance_category,period_start,period_end,top_3_managers
ZIMV,5,1,0.0,0.0,0.0,1.3699999999999999,0,5,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund
SNA,18,2,0.0,0.0,0.0,0.952777777777778,0,18,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Ariel Focus Fund
B,14,4,0.0,0.0,0.0,1.5957142857142854,0,14,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management; Ariel Focus Fund; Sound Shore
BWA,12,2,0.0,0.0,0.0,1.0250000000000001,0,12,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Ariel Appreciation Fund
NTRS,19,3,0.0,0.0,0.0,1.1321052631578947,0,19,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Mairs & Power Growth Fund; Ariel Focus Fund
SJM,20,4,0.0,0.0,0.0,1.565,0,20,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Ariel Appreciation Fund; Hillman Value Fund
JNJ,46,11,0.0,0.0,0.0,2.0365217391304347,0,46,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings; Berkshire Hathaway; Fundsmith
CVX,14,4,0.0,0.0,0.0,1.857142857142857,0,14,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Berkshire Hathaway; Fairfax Financial Holdings
MSGS,6,2,0.0,0.0,0.0,0.9133333333333331,0,6,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Ariel Appreciation Fund
GNRC,14,5,0.0,0.0,0.0,1.9885714285714289,0,14,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Olstein Capital Management; Ariel Focus Fund
CLB,10,4,0.0,0.0,0.0,1.191,0,10,0.0,Neutral,2025-07-07,2025-07-07,Wedgewood Partners; Ariel Focus Fund; Ariel Appreciation Fund
ZBRA,18,4,0.0,0.0,0.0,1.5561111111111112,0,18,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Makaira Partners; Causeway Capital Management
BYD,4,2,0.0,0.0,0.0,0.975,0,4,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Appaloosa Management
LESL,6,2,0.0,0.0,0.0,1.1333333333333333,0,6,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Third Point
KVUE,7,5,0.0,0.0,0.0,1.5642857142857143,0,7,0.0,Neutral,2025-07-07,2025-07-07,Maverick Capital; Third Point; Yacktman Asset Management
MSGE,3,2,0.0,0.0,0.0,2.4499999999999997,0,3,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Ariel Appreciation Fund
PHIN,1,1,0.0,0.0,0.0,3.12,0,1,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund
LAZ,18,3,0.0,0.0,0.0,1.4583333333333333,0,18,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Ariel Appreciation Fund; Third Avenue Management
ZBH,34,9,0.0,0.0,0.0,0.9291176470588235,0,34,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Ariel Appreciation Fund; Sound Shore
FAF,13,2,0.0,0.0,0.0,0.7807692307692308,0,13,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Ariel Focus Fund
SPHR,11,3,0.0,0.0,0.0,1.529090909090909,0,11,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Ariel Focus Fund; Third Avenue Management
REZI,11,3,0.0,0.0,0.0,1.3036363636363637,0,11,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Ariel Appreciation Fund; Greenlight Capital
HNGR-OLD,6,1,0.0,0.0,0.0,1.51,0,6,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund
PARA,35,10,0.0,0.0,0.0,1.9825714285714287,0,35,0.0,Neutral,2025-07-07,2025-07-07,Semper Augustus; Baupost Group; Ariel Appreciation Fund
BOKF,9,2,0.0,0.0,0.0,1.0566666666666666,0,9,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Ariel Appreciation Fund
NLSN-OLD,15,4,0.0,0.0,0.0,2.505333333333333,0,15,0.0,Neutral,2025-07-07,2025-07-07,Brave Warrior Advisors; Ariel Appreciation Fund; Ariel Focus Fund
MOS,16,5,0.0,0.0,0.0,1.360625,0,16,0.0,Neutral,2025-07-07,2025-07-07,Appaloosa Management; Ariel Focus Fund; Weitz Large Cap Equity Fund
LH,40,6,0.0,0.0,0.0,1.222,0,40,0.0,Neutral,2025-07-07,2025-07-07,Brave Warrior Advisors; Ariel Appreciation Fund; Hillman Value Fund
FLIR,7,2,0.0,0.0,0.0,0.8585714285714285,0,7,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Ariel Focus Fund
PSTH-OLD,5,2,0.0,0.0,0.0,1.876,0,5,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group; Ariel Focus Fund
NOV,32,6,0.0,0.0,0.0,1.2421875000000002,0,32,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Hancock Classic Value; Ariel Appreciation Fund
ATGE,13,2,0.0,0.0,0.0,1.7453846153846155,0,13,0.0,Neutral,2025-07-07,2025-07-07,FPA Queens Road Small Cap Value Fund; Ariel Focus Fund
XOM,45,8,0.0,0.0,0.0,1.5699999999999998,0,45,0.0,Neutral,2025-07-07,2025-07-07,Hillman Value Fund; Hancock Classic Value; Ariel Focus Fund
BX,24,5,0.0,0.0,0.0,1.6449999999999998,0,24,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Ariel Appreciation Fund; Sound Shore
CBS,14,4,0.0,0.0,0.0,2.0335714285714284,0,14,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Sound Shore; Ariel Focus Fund
MSGN,10,3,0.0,0.0,0.0,2.166,0,10,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management; Ariel Appreciation Fund; Ariel Focus Fund
CVS,54,14,0.0,0.0,0.0,3.0622222222222226,0,54,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management; Fairfax Financial Holdings; Hillman Value Fund
TISI,1,1,0.0,0.0,0.0,1.28,0,1,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund
AXE,8,3,0.0,0.0,0.0,1.165,0,8,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Ariel Focus Fund; Atlantic Investment Management
CAH,32,7,0.0,0.0,0.0,1.804375,0,32,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group; Hancock Classic Value; Sound Shore
MSFT,260,34,0.0,0.0,0.0,2.5081923076923083,0,260,0.0,Neutral,2025-07-07,2025-07-07,AltaRock Partners; ValueAct Capital; Egerton Capital
STJ,5,2,0.0,0.0,0.0,2.026,0,5,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Ariel Focus Fund
PIR,4,1,0.0,0.0,0.0,1.2375,0,4,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund
BAX,22,10,0.0,0.0,0.0,1.512272727272727,0,22,0.0,Neutral,2025-07-07,2025-07-07,Third Point; Sound Shore; Ariel Focus Fund
BRSL,8,2,0.0,0.0,0.0,1.1525,0,8,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Atlantic Investment Management
HSP,8,1,0.0,0.0,0.0,1.11875,0,8,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund
ITW,6,2,0.0,0.0,0.0,1.5033333333333332,0,6,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Ariel Focus Fund
ACN,26,6,0.0,0.0,0.0,1.8076923076923077,0,26,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; AKO Capital; Weitz Large Cap Equity Fund
AFL,12,2,0.0,0.0,0.0,1.0833333333333333,0,12,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Ariel Focus Fund
TYC,4,3,0.0,0.0,0.0,2.9050000000000002,0,4,0.0,Neutral,2025-07-07,2025-07-07,Weitz Large Cap Equity Fund; Ariel Focus Fund; Bill & Melinda Gates Foundation Trust
CCL,14,6,0.0,0.0,0.0,1.9407142857142858,0,14,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management; Ariel Focus Fund; Maverick Capital
NCLH,7,3,0.0,0.0,0.0,1.655714285714286,0,7,0.0,Neutral,2025-07-07,2025-07-07,Patient Capital Management; Ariel Appreciation Fund; Miller Value Partners
OSW,1,1,0.0,0.0,0.0,1.26,0,1,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund
MTN,9,4,0.0,0.0,0.0,1.1322222222222222,0,9,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; FPA Crescent Fund; FPA Queens Road Small Cap Value Fund
MIDD,5,2,0.0,0.0,0.0,0.9280000000000002,0,5,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Olstein Capital Management
NVT,11,4,0.0,0.0,0.0,1.6145454545454543,0,11,0.0,Neutral,2025-07-07,2025-07-07,Mairs & Power Growth Fund; Ariel Appreciation Fund; Trian Fund Management
ADT,18,6,0.0,0.0,0.0,0.9272222222222223,0,18,0.0,Neutral,2025-07-07,2025-07-07,Miller Value Partners; Ariel Appreciation Fund; Patient Capital Management
CG,3,2,0.0,0.0,0.0,1.1966666666666665,0,3,0.0,Neutral,2025-07-07,2025-07-07,Miller Value Partners; Ariel Appreciation Fund
AXTA,18,6,0.0,0.0,0.0,2.792222222222222,0,18,0.0,Neutral,2025-07-07,2025-07-07,Olstein Capital Management; Ariel Appreciation Fund; Atlantic Investment Management
JLL,10,5,0.0,0.0,0.0,0.9839999999999998,0,10,0.0,Neutral,2025-07-07,2025-07-07,Maverick Capital; Third Avenue Management; Olstein Capital Management
MANU,6,3,0.0,0.0,0.0,0.9766666666666666,0,6,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Lindsell Train; Ariel Appreciation Fund
CRL,7,1,0.0,0.0,0.0,0.9285714285714286,0,7,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund
HLI,6,1,0.0,0.0,0.0,0.8516666666666666,0,6,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund
KN,3,1,0.0,0.0,0.0,0.8833333333333333,0,3,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund
IPG,10,2,0.0,0.0,0.0,0.966,0,10,0.0,Neutral,2025-07-07,2025-07-07,Hancock Classic Value; Ariel Appreciation Fund
GNTX,7,2,0.0,0.0,0.0,1.477142857142857,0,7,0.0,Neutral,2025-07-07,2025-07-07,FPA Queens Road Small Cap Value Fund; Ariel Appreciation Fund
KEYS,19,5,0.0,0.0,0.0,1.298421052631579,0,19,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Sound Shore; Torray Funds
LFUS,7,3,0.0,0.0,0.0,0.9699999999999999,0,7,0.0,Neutral,2025-07-07,2025-07-07,FPA Queens Road Small Cap Value Fund; Ariel Appreciation Fund; Giverny Capital
MSG-OLD,3,1,0.0,0.0,0.0,0.7200000000000001,0,3,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund
TMO,58,15,0.0,0.0,0.0,1.5998275862068967,0,58,0.0,Neutral,2025-07-07,2025-07-07,Lindsell Train; Sound Shore; Leon Cooperman
OAK,4,2,0.0,0.0,0.0,0.875,0,4,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Fairholme Capital
TGNA,7,3,0.0,0.0,0.0,0.8585714285714287,0,7,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund; Greenlight Capital; Icahn Capital Management
ISCA-OLD,2,2,0.0,0.0,0.0,0.7,0,2,0.0,Neutral,2025-07-07,2025-07-07,Lindsell Train; Ariel Appreciation Fund
VTOL,1,1,0.0,0.0,0.0,0.96,0,1,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund
SLCA-OLD,1,1,0.0,0.0,0.0,1.91,0,1,0.0,Neutral,2025-07-07,2025-07-07,Ariel Appreciation Fund
FERG,24,6,0.0,0.0,0.0,3.484166666666667,0,24,0.0,Neutral,2025-07-07,2025-07-07,Trian Fund Management; Baupost Group; Cantillon Capital Management
SOLV,7,3,0.0,0.0,0.0,2.6014285714285714,0,7,0.0,Neutral,2025-07-07,2025-07-07,Trian Fund Management; Davis Advisors; Baupost Group
ALL,22,6,0.0,0.0,0.0,2.686363636363637,0,22,0.0,Neutral,2025-07-07,2025-07-07,Trian Fund Management; Scion Asset Management; Viking Global Investors
IVZ,10,2,0.0,0.0,0.0,3.0349999999999997,0,10,0.0,Neutral,2025-07-07,2025-07-07,Trian Fund Management; Hancock Classic Value
GEHC,17,5,0.0,0.0,0.0,1.8199999999999998,0,17,0.0,Neutral,2025-07-07,2025-07-07,Sound Shore; Dodge & Cox; Trian Fund Management
UHAL.B,5,4,0.0,0.0,0.0,3.146,0,5,0.0,Neutral,2025-07-07,2025-07-07,Abrams Capital Management; Yacktman Asset Management; Third Avenue Management
SYY,32,6,0.0,0.0,0.0,3.0115625,0,32,0.0,Neutral,2025-07-07,2025-07-07,Trian Fund Management; Appaloosa Management; Yacktman Asset Management
WEN,17,3,0.0,0.0,0.0,2.952941176470588,0,17,0.0,Neutral,2025-07-07,2025-07-07,Pershing Square Capital Management; Trian Fund Management; Abrams Capital Management
JHG,7,1,0.0,0.0,0.0,2.19,0,7,0.0,Neutral,2025-07-07,2025-07-07,Trian Fund Management
PG,43,8,0.0,0.0,0.0,4.310697674418605,0,43,0.0,Neutral,2025-07-07,2025-07-07,Trian Fund Management; Berkshire Hathaway; Fundsmith
LM,5,2,0.0,0.0,0.0,2.038,0,5,0.0,Neutral,2025-07-07,2025-07-07,Trian Fund Management; FPA Crescent Fund
PPG,10,3,0.0,0.0,0.0,2.04,0,10,0.0,Neutral,2025-07-07,2025-07-07,Trian Fund Management; Viking Global Investors; First Eagle Investment Management
PNR,8,2,0.0,0.0,0.0,2.06,0,8,0.0,Neutral,2025-07-07,2025-07-07,Sound Shore; Trian Fund Management
PEP,28,7,0.0,0.0,0.0,1.7442857142857142,0,28,0.0,Neutral,2025-07-07,2025-07-07,Trian Fund Management; Lindsell Train; Fundsmith
IR,12,3,0.0,0.0,0.0,1.6925000000000001,0,12,0.0,Neutral,2025-07-07,2025-07-07,Hillman Value Fund; Trian Fund Management; Third Point
ALLE,10,2,0.0,0.0,0.0,1.0310000000000001,0,10,0.0,Neutral,2025-07-07,2025-07-07,AKO Capital; Trian Fund Management
OMF,18,4,0.0,0.0,0.0,4.353888888888889,0,18,0.0,Neutral,2025-07-07,2025-07-07,Miller Value Partners; Brave Warrior Advisors; Patient Capital Management
FIHL,4,1,0.0,0.0,0.0,0.6,0,4,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
ASH,20,2,0.0,0.0,0.0,2.9539999999999997,0,20,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management; Leon Cooperman
SUN,1,1,0.0,0.0,0.0,0.66,0,1,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
KBR,5,2,0.0,0.0,0.0,1.61,0,5,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Viking Global Investors
LVS,14,4,0.0,0.0,0.0,1.4807142857142854,0,14,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Causeway Capital Management; Appaloosa Management
DTM,4,1,0.0,0.0,0.0,0.8925000000000001,0,4,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
APO,25,5,0.0,0.0,0.0,2.6344,0,25,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Brave Warrior Advisors; Third Point
DVN,12,4,0.0,0.0,0.0,2.0775,0,12,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Tweedy Browne Value Fund; Yacktman Asset Management
WSC,10,3,0.0,0.0,0.0,1.281,0,10,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Baupost Group; Maverick Capital
COOP,13,2,0.0,0.0,0.0,1.0730769230769233,0,13,0.0,Neutral,2025-07-07,2025-07-07,Appaloosa Management; Leon Cooperman
SE,35,6,0.0,0.0,0.0,5.349428571428571,0,35,0.0,Neutral,2025-07-07,2025-07-07,ShawSpring Partners; Lone Pine Capital; Viking Global Investors
VRT,6,2,0.0,0.0,0.0,0.9799999999999999,0,6,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Viking Global Investors
CI,28,6,0.0,0.0,0.0,2.8832142857142857,0,28,0.0,Neutral,2025-07-07,2025-07-07,Davis Advisors; Leon Cooperman; Hancock Classic Value
ABR,3,1,0.0,0.0,0.0,1.16,0,3,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
ET,26,6,0.0,0.0,0.0,1.6207692307692307,0,26,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Miller Value Partners; Patient Capital Management
CIM,3,1,0.0,0.0,0.0,3.0700000000000003,0,3,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
FORD-OLD,2,1,0.0,0.0,0.0,0.5349999999999999,0,2,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
EPD,21,5,0.0,0.0,0.0,1.2052380952380954,0,21,0.0,Neutral,2025-07-07,2025-07-07,Fairholme Capital; Hillman Value Fund; Leon Cooperman
TRN,20,3,0.0,0.0,0.0,1.1724999999999999,0,20,0.0,Neutral,2025-07-07,2025-07-07,ValueAct Capital; Leon Cooperman; FPA Queens Road Small Cap Value Fund
ATH,8,3,0.0,0.0,0.0,2.1100000000000003,0,8,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Tiger Global Management; Brave Warrior Advisors
FISV,3,1,0.0,0.0,0.0,10.383333333333333,0,3,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
NRG,18,3,0.0,0.0,0.0,1.4955555555555557,0,18,0.0,Neutral,2025-07-07,2025-07-07,Appaloosa Management; Leon Cooperman; Hancock Classic Value
PFSI,3,1,0.0,0.0,0.0,1.01,0,3,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
BABA,108,22,0.0,0.0,0.0,3.6205555555555557,0,108,0.0,Neutral,2025-07-07,2025-07-07,Lone Pine Capital; Scion Asset Management; Conifer Management
NAVI,9,3,0.0,0.0,0.0,2.822222222222222,0,9,0.0,Neutral,2025-07-07,2025-07-07,Chou Associates; Leon Cooperman; Abrams Capital Management
SNR,3,1,0.0,0.0,0.0,1.1700000000000002,0,3,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
FOA,1,1,0.0,0.0,0.0,1.89,0,1,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
VOO,6,2,0.0,0.0,0.0,2.226666666666666,0,6,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Fairfax Financial Holdings
ONIT,2,2,0.0,0.0,0.0,0.585,0,2,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group; Leon Cooperman
FOE-OLD,3,1,0.0,0.0,0.0,2.45,0,3,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
MGY,2,1,0.0,0.0,0.0,1.365,0,2,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
IFF,25,11,0.0,0.0,0.0,1.2892,0,25,0.0,Neutral,2025-07-07,2025-07-07,FPA Crescent Fund; Icahn Capital Management; Hillman Value Fund
RPLA,2,1,0.0,0.0,0.0,0.54,0,2,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
PSFE,5,3,0.0,0.0,0.0,1.982,0,5,0.0,Neutral,2025-07-07,2025-07-07,Third Point; Leon Cooperman; Appaloosa Management
WPX,4,1,0.0,0.0,0.0,1.4649999999999999,0,4,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
PE,5,1,0.0,0.0,0.0,0.8560000000000001,0,5,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
AMCX,6,1,0.0,0.0,0.0,2.2616666666666667,0,6,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
BBDC,1,1,0.0,0.0,0.0,1.1,0,1,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
MVC,2,1,0.0,0.0,0.0,1.0550000000000002,0,2,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
FVAC,2,1,0.0,0.0,0.0,0.8,0,2,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
ASPU,1,1,0.0,0.0,0.0,0.72,0,1,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
MSI,27,6,0.0,0.0,0.0,3.268888888888889,0,27,0.0,Neutral,2025-07-07,2025-07-07,ValueAct Capital; Wedgewood Partners; Weitz Large Cap Equity Fund
FCRD,1,1,0.0,0.0,0.0,0.7,0,1,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
GTN,8,3,0.0,0.0,0.0,1.29,0,8,0.0,Neutral,2025-07-07,2025-07-07,Miller Value Partners; Leon Cooperman; Baupost Group
RTIX,1,1,0.0,0.0,0.0,0.73,0,1,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
GCI,5,3,0.0,0.0,0.0,1.9060000000000001,0,5,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Icahn Capital Management; Miller Value Partners
TCRD,2,1,0.0,0.0,0.0,1.0350000000000001,0,2,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
NBR,7,2,0.0,0.0,0.0,10.424285714285714,0,7,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Miller Value Partners
UAL,8,4,0.0,0.0,0.0,3.80375,0,8,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Patient Capital Management; Berkshire Hathaway
FANG,15,5,0.0,0.0,0.0,1.5866666666666667,0,15,0.0,Neutral,2025-07-07,2025-07-07,Miller Value Partners; Patient Capital Management; Yacktman Asset Management
HES,4,3,0.0,0.0,0.0,1.225,0,4,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Third Point; Dodge & Cox
DOW,9,2,0.0,0.0,0.0,1.1500000000000001,0,9,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Hancock Classic Value
ADBE,80,17,0.0,0.0,0.0,2.086625,0,80,0.0,Neutral,2025-07-07,2025-07-07,ValueAct Capital; Egerton Capital; Lone Pine Capital
WDAY,37,7,0.0,0.0,0.0,1.5229729729729726,0,37,0.0,Neutral,2025-07-07,2025-07-07,Lone Pine Capital; Polen Capital Management; Miller Value Partners
ASPS,1,1,0.0,0.0,0.0,0.68,0,1,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
BALY-OLD,2,1,0.0,0.0,0.0,1.8050000000000002,0,2,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
NEWM,5,1,0.0,0.0,0.0,1.9080000000000001,0,5,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
MPC,5,2,0.0,0.0,0.0,1.7399999999999998,0,5,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Baupost Group
CTVA,2,1,0.0,0.0,0.0,0.63,0,2,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
FDC,9,3,0.0,0.0,0.0,4.120000000000001,0,9,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Sound Shore; Lone Pine Capital
NLSN,3,1,0.0,0.0,0.0,3.3466666666666662,0,3,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
LORL,3,1,0.0,0.0,0.0,0.6866666666666666,0,3,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
EFC,1,1,0.0,0.0,0.0,1.2,0,1,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
RITM,1,1,0.0,0.0,0.0,0.52,0,1,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
ETE-OLD,1,1,0.0,0.0,0.0,2.89,0,1,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
SBGI,9,3,0.0,0.0,0.0,1.9499999999999997,0,9,0.0,Neutral,2025-07-07,2025-07-07,Conifer Management; Leon Cooperman; Baupost Group
KEA,1,1,0.0,0.0,0.0,2.49,0,1,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
DISH-OLD,8,2,0.0,0.0,0.0,1.47,0,8,0.0,Neutral,2025-07-07,2025-07-07,Fairholme Capital; Leon Cooperman
DXC,24,6,0.0,0.0,0.0,3.18875,0,24,0.0,Neutral,2025-07-07,2025-07-07,Miller Value Partners; Atlantic Investment Management; Patient Capital Management
BC,5,2,0.0,0.0,0.0,1.06,0,5,0.0,Neutral,2025-07-07,2025-07-07,Cantillon Capital Management; Leon Cooperman
EMN,32,3,0.0,0.0,0.0,4.625624999999999,0,32,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management; Leon Cooperman; Fairholme Capital
MXL,2,1,0.0,0.0,0.0,0.885,0,2,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
AER,25,5,0.0,0.0,0.0,2.9663999999999997,0,25,0.0,Neutral,2025-07-07,2025-07-07,Greenlight Capital; Dorsey Asset Management; Pabrai Investments
SYF,14,3,0.0,0.0,0.0,2.3557142857142854,0,14,0.0,Neutral,2025-07-07,2025-07-07,Chou Associates; Baupost Group; Leon Cooperman
VVV,6,3,0.0,0.0,0.0,2.655,0,6,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Brave Warrior Advisors; Viking Global Investors
LEN,49,8,0.0,0.0,0.0,1.6981632653061227,0,49,0.0,Neutral,2025-07-07,2025-07-07,Third Avenue Management; Oakcliff Capital; Brave Warrior Advisors
HRG,3,2,0.0,0.0,0.0,2.1633333333333336,0,3,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Fairholme Capital
ADSK,28,8,0.0,0.0,0.0,1.7642857142857142,0,28,0.0,Neutral,2025-07-07,2025-07-07,Polen Capital Management; Egerton Capital; Lone Pine Capital
SHPG,7,4,0.0,0.0,0.0,3.6299999999999994,0,7,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman; Tweedy Browne Value Fund; Baupost Group
FTSI-OLD,2,1,0.0,0.0,0.0,0.6000000000000001,0,2,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
TPGE,2,1,0.0,0.0,0.0,0.57,0,2,0.0,Neutral,2025-07-07,2025-07-07,Leon Cooperman
TMHC,7,4,0.0,0.0,0.0,1.4157142857142857,0,7,0.0,Neutral,2025-07-07,2025-07-07,Miller Value Partners; Greenhaven Associates; Leon Cooperman
YNDX,10,2,0.0,0.0,0.0,3.3890000000000002,0,10,0.0,Neutral,2025-07-07,2025-07-07,Conifer Management; Egerton Capital
EQH,20,3,0.0,0.0,0.0,2.392,0,20,0.0,Neutral,2025-07-07,2025-07-07,Conifer Management; Hancock Classic Value; Viking Global Investors
GPI,8,2,0.0,0.0,0.0,2.19,0,8,0.0,Neutral,2025-07-07,2025-07-07,Conifer Management; Abrams Capital Management
IMXI,4,1,0.0,0.0,0.0,1.5099999999999998,0,4,0.0,Neutral,2025-07-07,2025-07-07,Conifer Management
BLDR,14,4,0.0,0.0,0.0,4.4314285714285715,0,14,0.0,Neutral,2025-07-07,2025-07-07,Conifer Management; Brave Warrior Advisors; Miller Value Partners
MNDY,15,4,0.0,0.0,0.0,2.725333333333333,0,15,0.0,Neutral,2025-07-07,2025-07-07,ShawSpring Partners; Greenlea Lane Capital; Tiger Global Management
